,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
23,TIC 25117242,102.817045040022,0.1237068022849593,5,4,0,,notEB,[4.596812  3.894915  5.380222  4.4506955 4.736909 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
24,TIC 25117242,82.24358961057627,0.02435302300779438,5,4,1,,notEB,[4.48299852 3.64937475 5.4134341  4.30909341 4.64536845],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
25,TIC 25117242,82.24358961057627,0.02435302300779438,5,0,2,,notEB,[-0.0731086   0.84169556  5.43449376 -1.93015638  0.46178674],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
26,TIC 25117242,102.817045040022,0.1237068022849593,5,4,0,,notEB,[4.596812  3.894915  5.380222  4.4506955 4.736909 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
27,TIC 25117242,82.24358961057627,0.02435302300779438,5,4,1,,notEB,[4.48299852 3.64937475 5.4134341  4.30909341 4.64536845],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
28,TIC 25117242,82.24358961057627,0.02435302300779438,5,0,2,,notEB,[-0.0731086   0.84169556  5.43449376 -1.93015638  0.46178674],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025117242-0120-s_lc.fits
29,TIC 260504147,5351.915311035669,0.3759292395374594,6,6,0,,EB,[6.9793    6.958898  6.980489  6.9633245 6.9736166],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260504147-0120-s_lc.fits
30,TIC 260161144,13018.940044192334,0.34712719843180173,4,4,0,,EB,[4.374465  4.4005504 4.423231  4.3869534 4.4022737],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260161144-0120-s_lc.fits
31,TIC 141622065,5790.098172964185,0.5774639501624191,3,3,0,,EB,[3.342949  3.2800734 3.3960083 3.3219948 3.3004656],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141622065-0120-s_lc.fits
32,TIC 349832824,3698.2737287447785,0.2500378965363784,4,4,0,,EB,[4.4960184 4.529955  4.6021833 4.558584  4.5668488],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000349832824-0120-s_lc.fits
33,TIC 38846515,147.21200807438632,0.23639058444575461,5,3,0,,notEB,[3.7674809 3.7601173 5.553616  3.1543348 3.777905 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
34,TIC 38846515,147.21200807438632,0.23639058444575461,4,1,1,,notEB,[1.49289194 1.40323    4.1605365  0.29072781 1.15802204],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
35,TIC 38846515,147.21200807438632,0.23639058444575461,5,3,0,,notEB,[3.7674809 3.7601173 5.553616  3.1543348 3.777905 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
36,TIC 38846515,147.21200807438632,0.23639058444575461,4,1,1,,notEB,[1.49289194 1.40323    4.1605365  0.29072781 1.15802204],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038846515-0120-s_lc.fits
37,TIC 370227780,147.21200807438632,0.23639058444575461,3,2,0,,notEB,[1.6430546 1.445494  3.6210225 2.107631  2.4992342],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000370227780-0120-s_lc.fits
38,TIC 38586438,128.17829533628137,0.21540076523246307,5,4,0,,notEB,[4.9843254 4.950376  5.3050895 4.968133  5.236284 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
39,TIC 38586438,93.02835067521211,0.23831230688463875,5,5,1,,notEB,[5.34121388 5.30355008 5.6970753  5.32324985 5.62074122],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
40,TIC 38586438,72.39219276699254,0.24119402266809215,5,5,2,,notEB,[5.26092619 5.56171883 5.71282704 5.41183994 5.54553507],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
41,TIC 38586438,128.17829533628137,0.21540076523246307,5,4,0,,notEB,[4.9843254 4.950376  5.3050895 4.968133  5.236284 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
42,TIC 38586438,93.02835067521211,0.23831230688463875,5,5,1,,notEB,[5.34121388 5.30355008 5.6970753  5.32324985 5.62074122],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
43,TIC 38586438,72.39219276699254,0.24119402266809215,5,5,2,,notEB,[5.26092619 5.56171883 5.71282704 5.41183994 5.54553507],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038586438-0120-s_lc.fits
44,TIC 31273263,625.7387400184693,0.03098346611522165,19,11,0,,EB,[18.571173   18.933088   19.451078    0.5280365   0.34856403],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000031273263-0120-s_lc.fits
45,TIC 149176305,262.25504062800906,0.38638296072163325,4,3,0,,notEB,[3.3741186 3.5706387 4.4285626 3.0254798 2.3769956],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149176305-0120-s_lc.fits
46,TIC 55497281,16349.533071624575,0.35033264007034304,9,9,0,,EB,[9.104211 9.103849 9.117703 9.104614 9.09401 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055497281-0120-s_lc.fits
47,TIC 55524055,792.9751433944501,0.49302437053823767,5,5,0,,notEB,[5.3278084 5.2240496 5.473525  5.1980414 5.0551004],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
48,TIC 55524055,868.7867571831125,0.1909821074063853,7,7,1,,EB,[7.39089596 7.33660866 7.56114096 7.23580998 7.24002223],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
49,TIC 55524055,792.9751433944501,0.49302437053823767,5,5,0,,notEB,[5.3278084 5.2240496 5.473525  5.1980414 5.0551004],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
50,TIC 55524055,868.7867571831125,0.1909821074063853,7,7,1,,EB,[7.39089596 7.33660866 7.56114096 7.23580998 7.24002223],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055524055-0120-s_lc.fits
51,TIC 142148228,319.01479168200285,0.4482389147595648,4,3,0,,notEB,[3.1364522 3.6217358 4.03749   3.648942  3.5799212],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
52,TIC 142148228,87.22019951861937,0.05680209285469075,5,5,1,,notEB,[4.5805776  5.04530022 5.57121468 5.27229677 5.10425674],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
53,TIC 142148228,78.34121269818122,0.05239881399709417,5,5,2,,notEB,[4.55744687 5.01908692 5.5415129  5.24457776 5.07765236],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
54,TIC 142148228,319.01479168200285,0.4482389147595648,4,3,0,,notEB,[3.1364522 3.6217358 4.03749   3.648942  3.5799212],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
55,TIC 142148228,87.22019951861937,0.05680209285469075,5,5,1,,notEB,[4.5805776  5.04530022 5.57121468 5.27229677 5.10425674],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
56,TIC 142148228,78.34121269818122,0.05239881399709417,5,5,2,,notEB,[4.55744687 5.01908692 5.5415129  5.24457776 5.07765236],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000142148228-0120-s_lc.fits
57,TIC 279510954,78.34121269818122,0.05239881399709417,2,2,0,,notEB,[2.1167269 1.9342326 2.4346602 2.2423685 1.9111879],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000279510954-0120-s_lc.fits
58,TIC 279510954,78.34121269818122,0.05239881399709417,2,2,0,,notEB,[2.1167269 1.9342326 2.4346602 2.2423685 1.9111879],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000279510954-0120-s_lc.fits
59,TIC 55295028,506.62831505095517,0.5511194892481159,3,3,0,,notEB,[3.0791879 3.1362786 3.139341  3.0724783 3.088673 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
60,TIC 55295028,119.62167653293417,0.034273310104107765,4,4,1,,notEB,[4.46096953 4.78502783 4.93301385 4.87815716 4.52274569],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
61,TIC 55295028,115.20382240218153,0.03734509934447405,4,4,2,,notEB,[4.41058788 4.73090074 4.87717635 4.82295368 4.47499131],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
62,TIC 55295028,506.62831505095517,0.5511194892481159,3,3,0,,notEB,[3.0791879 3.1362786 3.139341  3.0724783 3.088673 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
63,TIC 55295028,119.62167653293417,0.034273310104107765,4,4,1,,notEB,[4.46096953 4.78502783 4.93301385 4.87815716 4.52274569],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
64,TIC 55295028,115.20382240218153,0.03734509934447405,4,4,2,,notEB,[4.41058788 4.73090074 4.87717635 4.82295368 4.47499131],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
65,TIC 55295028,506.62831505095517,0.5511194892481159,3,3,0,,notEB,[3.0791879 3.1362786 3.139341  3.0724783 3.088673 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
66,TIC 55295028,119.62167653293417,0.034273310104107765,4,4,1,,notEB,[4.46096953 4.78502783 4.93301385 4.87815716 4.52274569],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
67,TIC 55295028,115.20382240218153,0.03734509934447405,4,4,2,,notEB,[4.41058788 4.73090074 4.87717635 4.82295368 4.47499131],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055295028-0120-s_lc.fits
68,TIC 167304735,1203.3287212497055,0.07351007575257039,10,9,0,,notEB,[ 7.3891253  9.010446  10.056916   8.432499   9.433723 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
69,TIC 167304735,1027.1371803556408,0.003688970326464885,10,9,1,,EB,[ 7.4011901   9.27047481 10.47699248  8.6051045   9.75945656],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
70,TIC 167304735,1203.3287212497055,0.07351007575257039,10,9,0,,notEB,[ 7.3891253  9.010446  10.056916   8.432499   9.433723 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
71,TIC 167304735,1027.1371803556408,0.003688970326464885,10,9,1,,EB,[ 7.4011901   9.27047481 10.47699248  8.6051045   9.75945656],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167304735-0120-s_lc.fits
72,TIC 272357134,748.2730214465275,0.5469503897257338,4,4,0,,notEB,[4.516107  4.390976  4.737519  4.5206566 4.454948 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
73,TIC 272357134,683.1159570522578,0.506179264399593,4,4,1,,notEB,[4.26801531 4.46753753 4.84221415 4.54205932 4.55661849],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
74,TIC 272357134,131.81806348537398,0.1663466954082819,8,7,2,,EB,[5.94674151 6.78883833 8.37018593 7.10336249 7.16481046],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
75,TIC 272357134,748.2730214465275,0.5469503897257338,4,4,0,,notEB,[4.516107  4.390976  4.737519  4.5206566 4.454948 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
76,TIC 272357134,683.1159570522578,0.506179264399593,4,4,1,,notEB,[4.26801531 4.46753753 4.84221415 4.54205932 4.55661849],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
77,TIC 272357134,131.81806348537398,0.1663466954082819,8,7,2,,EB,[5.94674151 6.78883833 8.37018593 7.10336249 7.16481046],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
78,TIC 272357134,748.2730214465275,0.5469503897257338,4,4,0,,notEB,[4.516107  4.390976  4.737519  4.5206566 4.454948 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
79,TIC 272357134,683.1159570522578,0.506179264399593,4,4,1,,notEB,[4.26801531 4.46753753 4.84221415 4.54205932 4.55661849],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
80,TIC 272357134,131.81806348537398,0.1663466954082819,8,7,2,,EB,[5.94674151 6.78883833 8.37018593 7.10336249 7.16481046],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000272357134-0120-s_lc.fits
81,TIC 167692429,2038.4968244306208,0.4234158232712032,7,7,0,,EB,[7.0078173 7.0487356 7.050783  6.8854117 6.9619136],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167692429-0120-s_lc.fits
82,TIC 141268467,41365.60920280309,0.41576336891172344,5,5,0,,EB,[5.125286  5.1451616 5.154789  5.1403193 5.119059 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000141268467-0120-s_lc.fits
83,TIC 55404385,9275.776945920326,0.2676593259506371,6,6,0,,EB,[6.7203426 6.7045956 6.728427  6.720498  6.6751695],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055404385-0120-s_lc.fits
84,TIC 300328258,107.94390814738462,0.08579868512393897,6,3,0,,notEB,[1.920884  5.178019  6.0545964 1.3760446 1.0429116],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300328258-0120-s_lc.fits
85,TIC 300328258,107.94390814738462,0.08579868512393897,6,2,1,,notEB,[1.22566721 5.31451965 6.41633419 0.54310244 0.12490312],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300328258-0120-s_lc.fits
86,TIC 220474209,1366.8538013195955,0.1450123301587514,4,4,0,,notEB,[4.6891985 4.7788706 4.8419685 4.8217583 4.806858 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
87,TIC 220474209,1384.8759935100775,0.1449247243391349,5,4,1,,EB,[4.74757528 4.841093   5.01391517 4.79877042 4.84222457],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
88,TIC 220474209,1366.8538013195955,0.1450123301587514,4,4,0,,notEB,[4.6891985 4.7788706 4.8419685 4.8217583 4.806858 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
89,TIC 220474209,1384.8759935100775,0.1449247243391349,5,4,1,,EB,[4.74757528 4.841093   5.01391517 4.79877042 4.84222457],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000220474209-0120-s_lc.fits
90,TIC 38574307,158.46249753074807,0.08148964056078023,5,3,0,,notEB,[3.3415673 3.0640116 5.727025  3.261976  3.5081007],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000038574307-0120-s_lc.fits
91,TIC 167126852,190.08817329864826,0.07947710038462569,9,4,0,,notEB,[1.4783756 5.8719625 9.944749  4.4835734 1.4034942],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
92,TIC 167126852,190.08817329864826,0.07947710038462569,9,4,0,,notEB,[1.4783756 5.8719625 9.944749  4.4835734 1.4034942],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
93,TIC 167126852,190.08817329864826,0.07947710038462569,9,4,0,,notEB,[1.4783756 5.8719625 9.944749  4.4835734 1.4034942],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000167126852-0120-s_lc.fits
94,TIC 425064757,942.9751804738073,0.04099925889997895,4,4,0,,notEB,[4.769857  4.831683  4.9425464 4.9038963 4.632982 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000425064757-0120-s_lc.fits
95,TIC 425064757,942.9751804738073,0.04099925889997895,5,2,1,,notEB,[-0.40543876 -0.2618105   5.2854077   4.90678182  3.58314984],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000425064757-0120-s_lc.fits
96,TIC 55652785,2522.1016694018053,0.42084181860565895,3,3,0,,EB,[3.8266103 3.8329256 3.9354777 3.812314  3.7406003],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000055652785-0120-s_lc.fits
97,TIC 149989242,109.75908251183726,0.2770921345099745,3,3,0,,notEB,[3.299818  3.4083748 3.5878425 2.9642544 3.3013062],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149989242-0120-s_lc.fits
98,TIC 149989242,109.75908251183726,0.2770921345099745,4,1,1,,notEB,[-0.51664345  1.42988273  4.12636207  1.68619665  1.57010133],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149989242-0120-s_lc.fits
99,TIC 300871545,378.7035109669047,0.27222978172664963,7,6,0,,notEB,[6.8687315 6.7863264 7.3631964 6.2458196 6.83219  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
100,TIC 300871545,194.36397665131753,0.14655380659968964,8,7,1,,notEB,[7.04853932 7.48945319 8.37219789 7.29526296 8.04223719],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
101,TIC 300871545,180.48441928559868,0.11938927793415338,8,7,2,,EB,[6.75393759 7.21894389 8.14992358 7.01414271 7.80193315],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
102,TIC 300871545,378.7035109669047,0.27222978172664963,7,6,0,,notEB,[6.8687315 6.7863264 7.3631964 6.2458196 6.83219  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
103,TIC 300871545,194.36397665131753,0.14655380659968964,8,7,1,,notEB,[7.04853932 7.48945319 8.37219789 7.29526296 8.04223719],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
104,TIC 300871545,180.48441928559868,0.11938927793415338,8,7,2,,EB,[6.75393759 7.21894389 8.14992358 7.01414271 7.80193315],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
105,TIC 300871545,378.7035109669047,0.27222978172664963,7,6,0,,notEB,[6.8687315 6.7863264 7.3631964 6.2458196 6.83219  ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
106,TIC 300871545,194.36397665131753,0.14655380659968964,8,7,1,,notEB,[7.04853932 7.48945319 8.37219789 7.29526296 8.04223719],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
107,TIC 300871545,180.48441928559868,0.11938927793415338,8,7,2,,EB,[6.75393759 7.21894389 8.14992358 7.01414271 7.80193315],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000300871545-0120-s_lc.fits
108,TIC 40716679,216.15181210176814,0.08260236358046552,6,4,0,,notEB,[2.5859513 5.771414  6.7952924 3.9445252 4.042599 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000040716679-0120-s_lc.fits
109,TIC 350765991,298.7088659564676,0.06603463894011516,8,7,0,,notEB,[7.3245654 7.346562  8.333912  6.4899435 5.8979383],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
110,TIC 350765991,82.63225505588548,0.05015905542462525,9,8,1,,EB,[8.60489723 8.69600646 9.86626326 7.68069876 7.03916438],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
111,TIC 350765991,298.7088659564676,0.06603463894011516,8,7,0,,notEB,[7.3245654 7.346562  8.333912  6.4899435 5.8979383],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
112,TIC 350765991,82.63225505588548,0.05015905542462525,9,8,1,,EB,[8.60489723 8.69600646 9.86626326 7.68069876 7.03916438],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350765991-0120-s_lc.fits
113,TIC 350443417,10158.213856051212,0.292273280251521,4,4,0,,EB,[4.5993595 4.611843  4.633163  4.6037416 4.588199 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350443417-0120-s_lc.fits
114,TIC 32150630,749.3828853729432,0.2712569786380381,4,4,0,,notEB,[4.761698  4.5427723 4.9135165 4.6491237 4.660009 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
