,TIME,PDCSAP_FLUX
203,1956.0716294321242,388023.06
204,1956.0730183234502,387877.06
205,1956.0744072147763,387895.97
206,1956.0757961061029,387937.0
207,1956.0771849974296,388000.28
208,1956.078573888757,387813.1
209,1956.0799627800698,388190.9
210,1956.081351671382,387941.6
211,1956.082740562694,387933.75
212,1956.084129454006,387768.8
213,1956.0855183453036,388178.62
214,1956.0869072366158,387988.94
215,1956.0882961279133,387826.7
216,1956.0896850191964,387765.3
217,1956.0910739104938,387743.06
218,1956.0924628017763,387959.34
219,1956.0938516930587,387788.97
220,1956.0952405843416,387968.28
221,1956.0966294756245,387844.06
222,1956.0980183669076,388442.38
223,1956.0994072581761,387911.7
224,1956.1007961494445,388005.5
225,1956.102185040713,387867.03
226,1956.1035739319814,387976.34
227,1956.1049628232354,387881.53
228,1956.1063517144898,388018.22
229,1956.1077406057445,387840.7
230,1956.1091294969983,384718.34
231,1956.1105183882523,387817.16
232,1956.1119072794909,387952.94
233,1956.1132961707442,387893.78
234,1956.1146850619837,387877.4
235,1956.116073953223,387933.53
236,1956.1174628444478,387883.0
237,1956.1188517356873,387688.7
238,1956.120240626912,387952.44
239,1956.1216295181366,387883.1
240,1956.1230184093615,387878.28
241,1956.1244073005864,387830.78
242,1956.1257961917966,387875.6
243,1956.1271850830215,387959.3
244,1956.1285739742316,387906.28
245,1956.1299628654413,388158.72
246,1956.1313517566364,387872.6
247,1956.1327406478465,388026.8
248,1956.134129539042,387928.72
249,1956.1355184302531,387950.12
250,1956.1369073214496,388056.34
251,1956.1382962126454,387965.2
252,1956.1396851038264,387937.97
253,1956.141073995022,387941.12
254,1956.1424628862032,387893.4
255,1956.1438517773845,387936.78
256,1956.1452406685655,387951.84
257,1956.1466295597465,387891.88
258,1956.1480184509278,387810.22
259,1956.1494073420936,387870.2
260,1956.1507962332596,387924.62
261,1956.1521851244263,387881.2
262,1956.1535740155928,388051.7
263,1956.1549629067595,387936.03
264,1956.1563517979262,387950.47
265,1956.157740689078,387916.5
266,1956.15912958023,387852.94
267,1956.1605184713967,388006.16
268,1956.1619073625488,388103.53
269,1956.1632962536864,387983.25
270,1956.164685144839,388015.3
271,1956.166074035977,387889.66
272,1956.1674629271286,387987.97
273,1956.1688518182655,388006.1
274,1956.1702407094028,387961.2
275,1956.1716296005402,387849.75
276,1956.1730184916632,387866.72
277,1956.1744073828008,387874.72
278,1956.1757962739239,388000.97
279,1956.1771851650467,387876.84
280,1956.178574056184,387893.06
281,1956.1799629472926,387824.97
282,1956.1813518384156,387940.44
283,1956.1827407295384,387892.8
284,1956.1841296206467,388238.34
285,1956.1855185117697,387922.47
286,1956.1869074028773,387867.62
287,1956.188296293985,388344.75
288,1956.1896851850936,387935.66
289,1956.1910740761873,388027.9
290,1956.1924629672965,388016.78
291,1956.193851858391,387957.16
292,1956.1952407494994,388294.78
293,1956.196629640593,387900.4
294,1956.198018531687,387956.16
295,1956.199407422781,388295.34
296,1956.200796313875,388059.62
297,1956.202185204954,387916.84
298,1956.2035740960478,388019.2
299,1956.2049629871265,387923.8
300,1956.2063518782052,387928.28
301,1956.2077407692843,388019.44
302,1956.2091296603635,387860.53
303,1956.2105185514429,387871.72
304,1956.2119074425223,387987.28
305,1956.213296333587,387954.16
306,1956.2146852246663,387931.7
307,1956.2160741157309,388112.34
308,1956.2174630067957,387842.38
309,1956.2188518978605,388063.0
310,1956.2202407889251,387992.94
311,1956.2216296799907,387848.44
312,1956.2230185710414,387938.34
313,1956.2244074621055,387986.53
314,1956.2257963531551,388006.06
315,1956.2271852442198,387821.34
316,1956.2285741352698,388002.94
317,1956.22996302632,387895.88
318,1956.2313519173704,387837.1
319,1956.2327408084204,387855.22
320,1956.234129699456,388286.16
321,1956.2355185905062,387866.38
322,1956.236907481542,388128.5
323,1956.2382963725922,387888.84
324,1956.2396852636277,388311.56
325,1956.2410741546632,387829.22
326,1956.2424630456983,388040.56
327,1956.2438519367333,388094.62
328,1956.2452408277688,388019.7
329,1956.2466297187898,388019.03
330,1956.2480186098255,387903.2
331,1956.2494075008467,387959.94
332,1956.250796391883,388079.72
333,1956.2521852829047,387905.12
334,1956.2535741739257,387932.12
335,1956.2549630649469,387987.9
336,1956.256351955968,387993.34
337,1956.257740846989,387918.4
338,1956.2591297379956,388559.56
339,1956.2605186290166,387979.47
340,1956.2619075200225,387972.84
341,1956.263296411043,388023.4
342,1956.2646853020494,387932.53
343,1956.2660741930558,388034.06
344,1956.2674630840625,387948.7
345,1956.268851975069,387793.47
346,1956.2702408660755,387924.12
347,1956.2716297570819,387935.47
348,1956.2730186480885,387859.75
349,1956.2744075390806,388233.75
350,1956.2757964300872,388232.12
351,1956.277185321079,388023.94
352,1956.278574212071,387906.4
353,1956.279963103063,387872.22
354,1956.2813519940696,387864.06
355,1956.2827408850615,387912.5
356,1956.284129776039,387883.28
357,1956.2855186670308,387986.8
358,1956.286907558023,388016.25
359,1956.288296449015,387878.5
360,1956.2896853399923,387986.66
361,1956.2910742309841,387994.8
362,1956.2924631219616,387943.0
363,1956.2938520129392,387923.44
364,1956.295240903931,387833.22
365,1956.2966297949085,388101.8
366,1956.2980186858854,387989.8
367,1956.299407576862,387973.7
368,1956.300796467825,388008.1
369,1956.3021853588023,388063.75
370,1956.3035742497796,388054.25
371,1956.304963140757,388033.88
372,1956.30635203172,388084.34
373,1956.307740922698,387898.28
374,1956.3091298136617,388065.3
375,1956.3105187046244,388258.03
376,1956.3119075955874,388026.1
377,1956.3132964865504,387962.6
378,1956.3146853775277,388077.3
379,1956.3160742684759,387972.12
380,1956.3174631594381,387882.38
381,1956.3188520504004,388456.56
382,1956.3202409413632,388048.3
383,1956.3216298323262,388018.3
384,1956.3230187232743,387983.0
385,1956.3244076142373,388057.38
386,1956.3257965051857,388021.25
387,1956.3271853961485,387900.34
388,1956.3285742870967,387906.8
389,1956.329963178045,387963.62
390,1956.3313520689935,387895.03
391,1956.3327409599417,387986.03
392,1956.3341298508901,387904.6
393,1956.3355187418379,388060.72
394,1956.336907632786,387939.2
395,1956.3382965237352,388035.3
396,1956.3396854146833,388151.66
397,1956.341074305617,387904.84
398,1956.3424631965654,388056.1
399,1956.3438520874993,388082.25
400,1956.3452409784475,388016.34
401,1956.3466298693813,388009.06
402,1956.3480187603295,388034.62
403,1956.3494076512634,388039.78
404,1956.3507965421973,388092.97
405,1956.352185433131,387845.6
406,1956.3535743240645,388010.94
407,1956.3549632149977,388139.78
408,1956.356352105931,387959.12
409,1956.3577409968645,388111.7
410,1956.3591298877984,387941.06
411,1956.360518778732,388072.34
412,1956.3619076696514,387950.1
413,1956.3632965605852,388181.28
414,1956.3646854515189,387923.62
415,1956.3660743424389,388065.94
416,1956.3674632333732,387989.78
417,1956.3688521242925,387996.84
418,1956.3702410152264,388006.3
419,1956.3716299061455,388079.0
420,1956.373018797064,388113.34
421,1956.3744076879825,387953.03
422,1956.3757965789164,388172.94
423,1956.3771854698355,388220.0
424,1956.3785743607546,388091.25
425,1956.3799632516739,388011.12
426,1956.3813521425932,388032.78
427,1956.3827410335123,388307.84
428,1956.384129924417,388125.75
429,1956.3855188153361,388031.34
430,1956.3869077062554,388111.38
431,1956.3882965971748,387979.66
432,1956.3896854880793,388066.38
433,1956.391074378998,388135.34
434,1956.3924632699018,387907.28
435,1956.3938521608218,388055.25
436,1956.3952410517272,388027.66
437,1956.3966299426463,388077.66
438,1956.3980188335509,387983.53
439,1956.3994077244556,387992.47
440,1956.400796615375,388068.9
441,1956.4021855062795,387951.34
442,1956.403574397184,388124.9
443,1956.4049632880888,388141.97
444,1956.4063521789935,387857.03
445,1956.4077410698983,387950.6
446,1956.4091299608021,388026.3
447,1956.410518851706,387868.97
448,1956.4119077426108,387977.1
449,1956.4132966335155,387950.97
450,1956.41468552442,388180.6
451,1956.4160744153246,387965.78
452,1956.4174633062148,387923.06
453,1956.4188521971196,387866.6
454,1956.420241088024,388109.2
455,1956.4216299789143,388061.06
456,1956.4230188698198,387941.6
457,1956.4244077607104,388057.06
458,1956.4257966516152,388072.6
459,1956.4271855425052,387981.22
460,1956.4285744334093,387972.06
461,1956.4299633242986,388275.03
462,1956.4313522152033,387947.25
463,1956.4327411060935,387965.7
464,1956.4341299969835,388041.38
465,1956.435518887888,387883.62
466,1956.4369077787783,387979.34
467,1956.4382966696685,387879.38
468,1956.4396855605585,388392.16
469,1956.4410744514485,387963.3
470,1956.4424633423387,387990.62
471,1956.4438522332434,388047.06
472,1956.4452411241336,387923.56
473,1956.446630015023,388084.38
474,1956.4480189059122,388068.22
475,1956.449407796788,388157.7
476,1956.4507966876781,388130.38
477,1956.4521855785688,388132.97
478,1956.4535744694595,387993.44
479,1956.4549633603497,387847.7
480,1956.4563522512399,388096.97
481,1956.45774114213,387983.28
482,1956.4591300330055,387911.94
483,1956.4605189238955,388024.38
484,1956.4619078147857,387951.47
485,1956.4632967056614,388052.53
486,1956.4646855965507,387911.88
487,1956.46607448744,388038.38
488,1956.4674633783156,388004.62
489,1956.4688522692059,387890.66
490,1956.4702411600815,387994.5
491,1956.4716300509715,387954.75
492,1956.473018941847,387888.94
493,1956.4744078327371,387805.78
494,1956.4757967236128,388026.56
495,1956.4771856145028,387969.5
496,1956.4785745053782,387923.78
497,1956.4799633962546,388046.7
498,1956.4813522871455,387951.25
499,1956.4827411780202,387885.66
500,1956.4841300688952,388124.84
501,1956.4855189597852,388086.25
502,1956.4869078506608,388054.4
503,1956.4882967415365,387951.1
504,1956.489685632412,387797.12
505,1956.491074523302,387928.56
506,1956.4924634141776,387914.97
507,1956.4938523050532,387985.22
508,1956.4952411959289,388020.72
509,1956.4966300868043,387938.94
510,1956.4980189776797,387969.7
511,1956.4994078685554,387883.53
512,1956.500796759431,388039.2
513,1956.5021856503058,387845.75
514,1956.5035745411951,387996.47
515,1956.5049634320708,387950.62
516,1956.5063523229464,387935.28
517,1956.507741213822,388069.53
518,1956.5091301046982,387977.3
519,1956.5105189955743,387920.38
520,1956.51190788645,388405.56
521,1956.513296777311,388037.0
522,1956.5146856681865,388061.9
523,1956.5160745590622,388055.22
524,1956.5174634499376,388115.53
525,1956.5188523408133,388043.34
526,1956.520241231688,387893.28
527,1956.521630122563,388125.62
528,1956.5230190134384,387930.7
529,1956.524407904314,388156.22
530,1956.5257967951752,387897.9
531,1956.5271856860506,387887.28
532,1956.528574576926,388038.12
533,1956.5299634678017,388042.7
534,1956.5313523586774,388082.62
535,1956.5327412495385,388077.94
536,1956.534130140414,388045.16
537,1956.5355190312894,388031.22
538,1956.536907922165,388007.3
539,1956.5382968130261,388139.7
540,1956.5396857039016,387988.62
541,1956.5410745947772,388091.5
542,1956.5424634856527,387972.06
543,1956.5438523765138,388304.22
544,1956.5452412673894,388065.06
545,1956.5466301582649,387993.34
546,1956.5480190491257,388000.22
547,1956.5494079400014,388143.0
548,1956.550796830877,388059.97
549,1956.552185721738,387919.44
550,1956.5535746126136,387955.9
551,1956.554963503489,388014.56
552,1956.5563523943495,387902.62
553,1956.5577412852244,387982.38
554,1956.5591301760999,388139.8
555,1956.5605190669608,387823.2
556,1956.5619079578364,387976.1
557,1956.563296848712,387898.1
558,1956.564685739573,388081.66
559,1956.5660746304493,387846.75
560,1956.5674635213254,387933.53
561,1956.5688524121865,387896.25
562,1956.5702413030622,388058.25
563,1956.5716301939376,387972.34
564,1956.5730190847985,388115.38
565,1956.5744079756735,387868.72
566,1956.575796866534,387904.75
567,1956.5771857574093,387924.0
568,1956.578574648285,387926.66
569,1956.5799635391459,388010.66
570,1956.5813524300215,388202.8
571,1956.5827413208972,388051.25
572,1956.584130211758,388064.53
573,1956.5855191026335,387936.56
574,1956.5869079935092,388072.38
575,1956.5882968843703,387812.28
576,1956.5896857752457,388022.38
577,1956.5910746661068,387896.28
578,1956.5924635569818,387991.12
579,1956.5938524478565,388043.56
580,1956.595241338718,388014.44
581,1956.5966302295944,388050.5
582,1956.5980191204699,387941.84
583,1956.599408011331,388049.28
584,1956.6007969022066,388036.4
585,1956.602185793082,388040.66
586,1956.6035746839432,388093.9
587,1956.6049635748186,387899.2
588,1956.6063524656943,387990.12
589,1956.6077413565554,388022.84
590,1956.6091302474308,387870.4
591,1956.6105191383062,387938.1
592,1956.6119080291812,388009.56
593,1956.6132969200416,387954.12
594,1956.614685810917,388007.78
595,1956.6160747017927,388020.72
596,1956.6174635926536,387845.72
597,1956.6188524835293,387987.97
598,1956.620241374405,388015.62
599,1956.6216302652804,387937.78
600,1956.6230191561413,387925.62
601,1956.6244080470176,388014.3
602,1956.625796937894,388061.3
603,1956.6271858287696,387966.53
604,1956.628574719645,388089.97
605,1956.6299636105055,387945.25
606,1956.6313525013802,387956.56
607,1956.6327413922559,388115.2
608,1956.6341302831313,387967.38
609,1956.6355191740067,388024.06
610,1956.6369080648824,388029.47
611,1956.6382969557435,388004.5
612,1956.639685846619,387945.97
613,1956.6410747374946,388036.12
614,1956.64246362837,388055.78
615,1956.6438525192457,388090.25
616,1956.6452414101213,387881.56
617,1956.6466303009968,388009.62
618,1956.6480191918718,388038.7
619,1956.6494080827465,388041.5
620,1956.6507969736222,387924.78
621,1956.6521858644976,387954.12
622,1956.653574755374,388099.3
623,1956.65496364625,387914.22
624,1956.6563525371257,387975.97
625,1956.6577414280014,388116.5
626,1956.6591303188768,387928.38
627,1956.6605192097522,387949.3
628,1956.661908100628,387955.62
629,1956.6632969915036,387985.6
630,1956.6646858823792,387951.2
631,1956.666074773254,388015.8
632,1956.6674636641287,387931.72
633,1956.6688525550044,387949.72
634,1956.6702414458946,387917.6
635,1956.67163033677,388086.28
636,1956.6730192276455,387912.53
637,1956.6744081185211,387942.25
638,1956.6757970093968,387984.44
639,1956.6771859002868,387894.94
640,1956.6785747911624,388067.56
641,1956.6799636820379,387964.34
642,1956.6813525729142,387933.28
643,1956.682741463805,387867.34
644,1956.6841303546798,387952.47
645,1956.6855192455546,388037.1
646,1956.6869081364448,387969.38
647,1956.6882970273205,387919.03
648,1956.6896859182107,387988.1
649,1956.691074809086,387797.06
650,1956.6924636999615,387889.78
651,1956.6938525908517,387842.12
652,1956.6952414817274,388079.25
653,1956.6966303726174,387965.8
654,1956.6980192634928,387891.53
655,1956.699408154383,387945.38
656,1956.7007970452587,387866.12
657,1956.702185936148,387981.9
658,1956.7035748270375,387945.78
659,1956.704963717913,387979.22
660,1956.7063526088032,387824.2
661,1956.7077414996788,387933.25
662,1956.7091303905688,387964.7
663,1956.7105192814597,387933.03
664,1956.7119081723358,387954.75
665,1956.713297063226,388028.88
666,1956.7146859541162,388084.3
667,1956.7160748450062,388051.7
668,1956.7174637358817,387938.38
669,1956.7188526267719,388154.94
670,1956.7202415176612,388473.88
671,1956.7216304085507,387934.38
672,1956.7230192994407,388130.5
673,1956.724408190331,387945.25
674,1956.7257970812211,388100.97
675,1956.7271859721113,388076.9
676,1956.7285748630013,388048.03
677,1956.7299637538913,387991.88
678,1956.7313526447815,388190.88
679,1956.7327415356717,388005.0
680,1956.7341304265617,388112.1
681,1956.7355193174517,388063.2
682,1956.736908208342,388156.66
683,1956.7382970992312,388081.66
684,1956.7396859901214,388073.56
685,1956.7410748810123,387968.12
686,1956.7424637719023,388062.28
687,1956.743852662807,388014.9
688,1956.7452415536973,387937.1
689,1956.7466304445873,387991.84
690,1956.7480193354918,388056.47
691,1956.749408226382,388120.75
692,1956.7507971172722,388140.2
693,1956.752186008177,388017.97
694,1956.753574899067,387976.6
695,1956.754963789957,387928.97
696,1956.756352680861,387952.28
697,1956.7577415717506,388000.56
698,1956.759130462655,388027.53
699,1956.760519353545,388040.88
700,1956.7619082444498,387941.75
701,1956.7632971353546,387865.8
702,1956.7646860262448,387966.6
703,1956.7660749171494,387972.0
704,1956.7674638080402,388102.03
705,1956.7688526989455,388025.88
706,1956.7702415898502,387984.1
707,1956.7716304807548,388071.03
708,1956.773019371645,387900.12
709,1956.774408262549,388123.75
710,1956.775797153453,387965.12
711,1956.7771860443577,388057.28
712,1956.7785749352622,388189.2
713,1956.7799638261667,388014.72
714,1956.7813527170715,387951.5
715,1956.7827416079763,387853.84
716,1956.7841304988808,388084.12
717,1956.7855193897853,388034.22
718,1956.78690828069,387962.78
719,1956.7882971715949,387973.34
720,1956.7896860624996,387918.97
721,1956.7910749534042,387935.4
722,1956.7924638443083,388041.28
723,1956.7938527352267,388069.06
724,1956.7952416261314,388012.53
725,1956.7966305170366,387957.62
726,1956.7980194079419,387989.44
727,1956.7994082988612,387997.06
728,1956.800797189766,388099.6
729,1956.8021860806707,387954.8
730,1956.8035749715898,387996.0
731,1956.8049638624943,387943.22
732,1956.8063527534136,388005.9
733,1956.8077416443184,388046.72
734,1956.8091305352375,387853.72
735,1956.8105194261561,388055.47
736,1956.81190831706,388183.75
737,1956.8132972079793,388070.25
738,1956.814686098884,387866.4
739,1956.8160749898032,388080.2
740,1956.8174638807222,388080.12
741,1956.8188527716416,388040.2
742,1956.8202416625463,388085.16
743,1956.8216305534654,388027.75
744,1956.8230194443845,388110.3
745,1956.8244083353038,387986.9
746,1956.8257972262238,388209.22
747,1956.827186117143,388132.2
748,1956.8285750080615,387900.16
749,1956.8299638989806,388220.84
750,1956.8313527899,387782.5
751,1956.8327416808193,387987.12
752,1956.8341305717383,387998.7
753,1956.8355194626722,388033.78
754,1956.8369083535913,388007.75
755,1956.8382972445106,388330.8
756,1956.83968613543,388061.28
757,1956.8410750263636,388013.97
758,1956.8424639172827,387931.44
759,1956.843852808202,387969.88
760,1956.845241699135,387970.53
761,1956.8466305900536,387897.12
762,1956.8480194809872,387812.6
763,1956.8494083719065,387985.6
764,1956.8507972628404,387954.8
765,1956.8521861537597,388126.44
766,1956.853575044694,388017.03
767,1956.8549639356138,387914.06
768,1956.8563528265477,388043.12
769,1956.8577417174815,387956.53
770,1956.8591306084152,388027.1
771,1956.8605194993345,387875.72
772,1956.8619083902681,387941.0
773,1956.8632972812013,388121.03
774,1956.8646861721345,388159.2
775,1956.8660750630681,387963.84
776,1956.8674639540018,388053.9
777,1956.8688528449356,388097.22
778,1956.8702417358695,387890.94
779,1956.8716306268032,388132.28
780,1956.873019517737,387999.12
781,1956.8744084086707,387976.12
782,1956.875797299619,387990.38
783,1956.877186190553,387782.28
784,1956.8785750814866,387874.03
785,1956.8799639724202,388174.75
786,1956.881352863368,387882.38
787,1956.8827417543016,387973.44
788,1956.8841306452507,388062.66
789,1956.8855195361846,387983.22
790,1956.8869084271328,388071.28
791,1956.8882973180666,387883.94
792,1956.889686209015,388015.8
793,1956.8910750999487,388080.62
794,1956.8924639908969,388073.3
795,1956.8938528818453,388036.94
796,1956.8952417727792,388073.8
797,1956.8966306637274,388044.62
798,1956.8980195546758,388008.4
799,1956.8994084456235,387969.44
800,1956.900797336571,387952.88
801,1956.902186227505,388045.84
802,1956.903575118453,387925.75
803,1956.9049640094013,387906.28
804,1956.9063529003497,387955.25
805,1956.9077417913127,388048.56
806,1956.9091306822609,388041.5
807,1956.9105195732093,388233.47
808,1956.9119084641584,388141.12
809,1956.9132973551073,388003.16
810,1956.9146862460557,388046.94
811,1956.9160751370184,388021.16
812,1956.9174640279662,388074.2
813,1956.9188529189282,387863.62
814,1956.9202418098766,387900.38
815,1956.9216307008248,388036.03
816,1956.9230195917878,387898.4
817,1956.9244084827506,388078.2
818,1956.925797373699,388005.6
819,1956.927186264662,387991.03
820,1956.9285751556101,388002.4
821,1956.9299640465729,388072.44
822,1956.9313529375358,388044.38
823,1956.9327418284988,388119.9
824,1956.9341307194609,388036.75
825,1956.9355196104086,387954.84
826,1956.9369085013714,387992.84
827,1956.9382973923343,388046.22
828,1956.9396862832978,388001.6
829,1956.9410751742614,388080.9
830,1956.9424640652242,388074.16
831,1956.9438529562017,388088.1
832,1956.9452418471647,388359.44
833,1956.9466307381274,388138.22
834,1956.9480196290904,388187.1
835,1956.949408520053,387963.62
836,1956.9507974110306,387978.3
837,1956.9521863019927,387956.78
838,1956.9535751929695,388179.84
839,1956.9549640839323,388026.22
840,1956.9563529749098,387998.7
841,1956.9577418658728,388126.3
842,1956.95913075685,387992.22
843,1956.960519647813,388100.6
844,1956.9619085387903,387907.97
845,1956.9632974297679,388011.38
846,1956.9646863207308,388080.22
847,1956.9660752117081,388029.12
848,1956.9674641026854,388033.78
849,1956.9688529936636,388073.4
850,1956.970241884641,388008.53
851,1956.9716307756178,388080.0
852,1956.9730196665953,388110.1
853,1956.9744085575726,388202.44
854,1956.97579744855,388086.75
855,1956.9771863395276,387970.38
856,1956.978575230505,388077.4
857,1956.9799641214968,387916.62
858,1956.9813530124743,387869.9
859,1956.9827419034518,388060.66
860,1956.984130794444,387956.78
861,1956.9855196854212,387895.78
862,1956.986908576413,388081.88
863,1956.9882974673899,388035.44
864,1956.9896863583813,387866.38
865,1956.9910752493586,388074.2
866,1956.9924641403504,387975.4
867,1956.993853031328,387972.84
868,1956.99524192232,387994.88
869,1956.9966308133119,387969.7
870,1956.9980197043046,387952.62
871,1956.9994085952972,388114.8
872,1957.0007974862892,388147.34
873,1957.0021863772668,388026.84
874,1957.0035752682586,388325.94
875,1957.0049641592504,388263.62
876,1957.0063530502564,388068.44
877,1957.0077419412478,388024.72
878,1957.0091308322396,388023.7
879,1957.0105197232317,387864.66
880,1957.0119086142236,388000.34
881,1957.0132975052302,388007.66
882,1957.0146863962223,388104.6
883,1957.016075287214,388365.38
884,1957.0174641782205,388168.0
