Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
TIC 359497418,315.69803049011847,0.2630794241654893,8,7,0,,notEB,[7.536805  7.6541915 8.134004  7.602156  7.5662184],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000359497418-0165-s_lc.fits
TIC 359497418,306.5353698692182,0.27839571455571915,8,7,1,,notEB,[7.46676947 7.58896281 8.08842465 7.53243322 7.49502362],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000359497418-0165-s_lc.fits
TIC 359497418,45.71438221054614,0.026794882334523352,7,5,2,,notEB,[5.19877948 5.5721028  7.09805132 5.39939442 5.28510115],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000359497418-0165-s_lc.fits
TIC 359497418,221.56377898969623,0.23387850121016165,9,8,0,,notEB,[8.766564 8.919244 9.422459 8.493176 8.665293],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000359497418-0167-s_lc.fits
TIC 359497418,205.49860051425657,0.20543624515255984,10,9,1,,EB,[ 9.08425727  9.43120043 10.32410801  8.87229647  8.90782092],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000359497418-0167-s_lc.fits
TIC 359497418,198.56531041101127,0.15860191225255832,8,8,0,,notEB,[7.768951 8.115977 8.603697 8.306834 8.270566],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000359497418-0174-s_lc.fits
TIC 359497418,210.5798238701296,0.20103120570796565,9,8,1,,EB,[8.16945795 8.56781798 9.12768205 8.78690605 8.77239806],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000359497418-0174-s_lc.fits
TIC 359497418,195.51273873904708,0.2376301301909917,9,9,0,,notEB,[9.515001 8.79856  9.873558 9.185844 9.151237],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000359497418-0177-s_lc.fits
TIC 359497418,182.36040130739292,0.19278855175746354,10,9,1,,EB,[10.28249301  9.45785519 10.69519908  9.90362707  9.86379323],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000359497418-0177-s_lc.fits
TIC 359497418,286.69256158443994,0.3574537741882231,7,7,0,,notEB,[6.891498  7.335705  7.6610384 7.1408315 6.893639 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000359497418-0180-s_lc.fits
TIC 359497418,274.5434913348016,0.3412128166550785,7,7,1,,notEB,[6.90602132 7.37194515 7.71468624 7.16906984 6.90980307],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000359497418-0180-s_lc.fits
TIC 359497418,263.97941416504693,0.31135646415084617,7,7,2,,EB,[6.93388701 7.4138471  7.76774539 7.20569193 6.93861458],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000359497418-0180-s_lc.fits
TIC 359497418,259.8059588427095,0.19256392006491024,8,7,0,,notEB,[7.1781344 7.9565463 8.19036   7.6741543 7.73696  ],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000359497418-0182-s_lc.fits
TIC 359497418,250.0325123277129,0.2171984612111096,9,9,1,,EB,[9.1546894  9.00770216 9.47540909 8.8816212  8.66726377],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000359497418-0182-s_lc.fits
TIC 359497418,236.5783878495289,0.2353930532419468,9,8,0,,notEB,[8.347534 8.113573 9.037311 8.254057 8.424329],/astro/store/epyc2/projects2/tess/sector026/tess2020160202036-s0026-0000000359497418-0188-s_lc.fits
TIC 359497418,216.81476772959633,0.18711730077791025,9,8,1,,EB,[8.70647307 8.43917945 9.49452228 8.59614973 8.79068122],/astro/store/epyc2/projects2/tess/sector026/tess2020160202036-s0026-0000000359497418-0188-s_lc.fits
TIC 335484090,4725.608090115451,0.2037710334982037,4,4,0,,EB,[4.806105  4.8069797 4.8412037 4.8240805 4.7943835],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000335484090-0152-s_lc.fits
TIC 335484090,4832.709661451224,0.2154401199305788,4,4,0,,EB,[4.6050854 4.5596547 4.6629305 4.5635157 4.5660887],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000335484090-0161-s_lc.fits
TIC 335484090,4302.886592627401,0.1994257628455468,4,4,0,,EB,[4.8924675 4.8880105 4.915736  4.90662   4.874628 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000335484090-0180-s_lc.fits
TIC 198410480,921.1916118179815,0.4210080887749725,3,3,0,,notEB,[3.1521902 3.2239554 3.3202677 3.2974236 3.1964936],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000198410480-0152-s_lc.fits
TIC 198410480,456.84004899874196,0.19167694640292046,5,5,1,,notEB,[5.2751165  4.96924112 5.54498903 5.17798762 5.14429736],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000198410480-0152-s_lc.fits
TIC 198410480,429.41596744642027,0.15470697071629658,5,5,2,,EB,[5.39861321 5.07270247 5.68616285 5.29512223 5.25855317],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000198410480-0152-s_lc.fits
TIC 198410480,884.4276199160399,0.4478077573876495,3,3,0,,notEB,[3.3612    3.5389197 3.5579607 3.4657943 3.5134368],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000198410480-0161-s_lc.fits
TIC 198410480,401.65590739264053,0.2078700782253999,5,4,1,,notEB,[5.37341917 4.90201975 5.80845714 4.90758546 4.83203584],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000198410480-0161-s_lc.fits
TIC 198410480,342.85984855635553,0.1726346037204172,5,4,2,,EB,[5.45262434 4.95194459 5.91468411 4.95765088 4.8774086 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000198410480-0161-s_lc.fits
TIC 198410480,677.1404388797349,0.4184011996411429,3,3,0,,notEB,[2.9041245 2.9622598 3.115218  3.0772684 3.1011963],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000198410480-0165-s_lc.fits
TIC 198410480,17.714041565614917,0.36333477459924735,6,6,1,,notEB,[6.49430277 5.88209347 6.52251375 5.45508461 6.16401728],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000198410480-0165-s_lc.fits
TIC 198410480,921.8746361070912,0.4511492609545396,3,3,0,,notEB,[3.1218047 3.1999424 3.37588   3.075939  3.1821153],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000198410480-0177-s_lc.fits
TIC 198410480,262.40339204614787,0.3916667756034963,6,6,1,,notEB,[6.29057965 6.28696075 6.63677661 6.09650801 5.88417739],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000198410480-0177-s_lc.fits
TIC 198410480,152.26280525957458,0.3791787012409312,6,6,2,,EB,[6.41270341 6.40881548 6.78463677 6.18186651 5.95375115],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000198410480-0177-s_lc.fits
TIC 198410480,914.510176981987,0.4215259049160268,3,3,0,,notEB,[3.162004  3.1047373 3.2601929 3.1287699 3.063174 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000198410480-0180-s_lc.fits
TIC 198410480,27.028187959298247,0.30240908763364444,7,6,1,,notEB,[5.54236139 6.26361558 7.01069215 5.70224623 5.93232516],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000198410480-0180-s_lc.fits
TIC 198410480,923.1778072384072,0.4409625966578069,3,3,0,,notEB,[3.1916869 3.3350725 3.4239132 3.2882502 3.3138146],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000198410480-0182-s_lc.fits
TIC 198410480,358.24757583262505,0.2583718105305832,5,5,1,,notEB,[5.02533651 5.13279094 5.53037913 4.858204   4.90933726],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000198410480-0182-s_lc.fits
TIC 198410480,289.0829247332138,0.19689792398609093,5,5,2,,EB,[4.91903096 5.18421822 5.68693306 5.39550549 5.20017713],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000198410480-0182-s_lc.fits
TIC 198410480,926.6377033061646,0.4509230890561904,3,3,0,,notEB,[3.4105155 3.4767196 3.4964628 3.4807882 3.4399927],/astro/store/epyc2/projects2/tess/sector026/tess2020160202036-s0026-0000000198410480-0188-s_lc.fits
TIC 198410480,58.76267275893807,0.34518616009079145,5,5,1,,notEB,[5.34047622 4.52794634 5.61772494 5.05888017 4.71215857],/astro/store/epyc2/projects2/tess/sector026/tess2020160202036-s0026-0000000198410480-0188-s_lc.fits
TIC 343549114,2574.285928618659,0.3952408342415792,6,6,0,,EB,[6.8240433 6.8283415 6.917219  6.854748  6.8748603],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000343549114-0152-s_lc.fits
TIC 343549114,2547.3242472638362,0.4064734848698015,6,6,0,,EB,[6.899849 6.891954 6.984282 6.901996 6.790187],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000343549114-0161-s_lc.fits
TIC 343549114,2400.135806790121,0.3301490281414163,6,6,0,,EB,[6.5524693 6.5210958 6.680378  6.53897   6.6354713],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000343549114-0180-s_lc.fits
TIC 343667351,10261.783629849,0.4057892275569801,3,3,0,,EB,[3.2103558 3.2267966 3.2659936 3.2286527 3.2343144],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000343667351-0152-s_lc.fits
TIC 343667351,8581.055122093674,0.3905639203631562,3,3,0,,EB,[3.0259485 3.0365837 3.9784274 3.0599253 3.090022 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000343667351-0161-s_lc.fits
TIC 343667351,8193.008468220585,0.4083836702825097,3,3,0,,EB,[3.1336198 3.143735  3.1516266 3.147844  3.142013 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000343667351-0180-s_lc.fits
TIC 337886863,2444.883895258572,0.3272528944644565,3,3,0,,EB,[3.7961733 3.7937756 3.8498802 3.849815  3.827661 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000337886863-0152-s_lc.fits
TIC 337886863,2578.012593164398,0.32953794605464504,3,3,0,,EB,[3.706557  3.6159782 3.779734  3.6791615 3.688924 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000337886863-0161-s_lc.fits
TIC 337886863,2717.8118316553523,0.5695737008645577,3,3,0,,EB,[3.3490205 3.3768787 3.4018583 3.3645382 3.3520775],/astro/store/epyc2/projects2/tess/sector018/tess2019306063752-s0018-0000000337886863-0162-s_lc.fits
TIC 337886863,2795.0777468310225,0.607789308050413,3,3,0,,EB,[3.3364391 3.3485725 3.403756  3.2452884 3.3484309],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000337886863-0180-s_lc.fits
TIC 441706783,15.08989672056468,0.002044920705146891,20,6,0,,notEB,"[6.71195760e-02 1.57495234e-02 2.08023167e+01 8.37188148e+00
 1.06012344e-01]",/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000441706783-0152-s_lc.fits
TIC 441706783,54.18394601405082,0.08595753675869887,28,6,0,,notEB,[ 0.530135    0.32008627 28.430538    0.46278536  0.27519974],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000441706783-0174-s_lc.fits
TIC 441706783,4418.0174004809305,0.14847785396786714,4,4,0,,EB,[4.9480405 4.965797  4.9329004 4.9585757],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000441706783-0177-s_lc.fits
TIC 427240420,869.8821247887947,0.14518134179106,5,5,0,,notEB,[5.748658  5.681672  5.8960075 5.7032557 5.5725446],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000427240420-0152-s_lc.fits
TIC 427240420,849.75869076029,0.10531528245486613,6,5,1,,notEB,[5.92538681 5.85718579 6.07392881 5.87768092 5.74277954],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000427240420-0152-s_lc.fits
TIC 427240420,850.7131955074118,0.1059177036939858,6,5,2,,EB,[5.77179291 5.89215039 6.04541184 5.89198806 5.66590142],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000427240420-0152-s_lc.fits
TIC 427240420,848.4311839954912,0.1235970849904407,6,5,0,,notEB,[5.886628  6.0334554 6.1441383 5.9546776 5.89421  ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000427240420-0161-s_lc.fits
TIC 427240420,836.6490348148826,0.10607495828122566,6,6,1,,notEB,[5.90611345 6.01032782 6.33220864 6.19420628 6.09564225],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000427240420-0161-s_lc.fits
TIC 427240420,835.5611168722528,0.10774082947520386,6,6,2,,EB,[5.8749714  5.98130666 6.30038107 6.16358192 6.06587725],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000427240420-0161-s_lc.fits
TIC 427240420,760.3143849531168,0.11740733675735,6,5,0,,notEB,[5.8534245 5.886914  6.12227   5.8666234 5.8456516],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000427240420-0180-s_lc.fits
TIC 427240420,739.1664935680711,0.11174391508878548,6,5,1,,notEB,[5.96066032 5.90857679 6.13965253 5.80642838 5.90467263],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000427240420-0180-s_lc.fits
TIC 427240420,714.0564035648732,0.1068387824765368,6,6,2,,EB,[6.17434833 5.82563344 6.28096526 6.11994448 5.70024408],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000427240420-0180-s_lc.fits
TIC 161668117,2200.1066127876616,0.4123100625379231,3,3,0,,EB,[3.5922868 3.5837271 3.6222482 3.593383  3.5866354],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000161668117-0152-s_lc.fits
TIC 161668117,87.98439427445769,0.17545770457130525,2,2,0,,notEB,[2.1027052 2.0932581 2.142747  2.093282  2.1057904],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000161668117-0177-s_lc.fits
TIC 161668117,3290.4291573796168,0.5029391438334416,3,3,0,,EB,[3.1327243 3.1505773 3.163122  3.1491964 3.152156 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000161668117-0180-s_lc.fits
TIC 322060937,621.3641309213871,0.6419884246674388,3,3,0,,notEB,[3.4329193 3.4354193 3.5454192 3.5123258 3.4747374],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000322060937-0152-s_lc.fits
TIC 322060937,123.083183841876,0.015981861048428882,6,6,1,,notEB,[6.2810603  6.68618702 6.93713266 5.94281245 6.42603589],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000322060937-0152-s_lc.fits
TIC 322060937,123.09074220898658,0.019078132485337032,6,6,2,,EB,[6.18180909 6.58054413 6.8275306  5.84889778 6.3244974 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000322060937-0152-s_lc.fits
TIC 322060937,361.8148996021194,0.3082343571429394,3,3,0,,notEB,[3.4574957 3.3212798 3.5166082 3.3263054 3.3191292],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000322060937-0161-s_lc.fits
TIC 322060937,361.8148996021194,0.3082343571429394,4,0,1,,notEB,[-0.13389458 -0.52413342  4.30625623  0.75672665 -0.02170788],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000322060937-0161-s_lc.fits
TIC 322060937,63.87831046251119,0.034375203653535566,2,2,0,,notEB,[2.3048143 2.3633883 2.6111686 2.3749113 2.5173137],/astro/store/epyc2/projects2/tess/sector018/tess2019306063752-s0018-0000000322060937-0162-s_lc.fits
TIC 322060937,2120.4806145149355,0.2711493001233529,2,2,0,,notEB,[2.4826357 2.4546995 2.5327623 2.5312333 2.423379 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000322060937-0180-s_lc.fits
TIC 64951042,2116.9340894136467,0.4285927628271164,3,3,0,,EB,[3.6640112 3.6852329 3.7380278 3.6982574 3.6668963],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000064951042-0152-s_lc.fits
TIC 64951042,2056.324450908811,0.4172567242088547,3,3,0,,EB,[3.683497  3.666768  3.6940932 3.669705  3.677235 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000064951042-0161-s_lc.fits
TIC 64951042,1990.428242085776,0.575337942265673,3,3,0,,EB,[3.2199996 3.1820753 3.236096  3.1986666 3.1731389],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000064951042-0180-s_lc.fits
TIC 335265326,5139.127706285235,0.4671172774466158,3,3,0,,EB,[3.4047158 3.444653  3.4741042 3.4562247 3.435483 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000335265326-0152-s_lc.fits
TIC 335265326,5277.008179433628,0.44330927182426777,3,3,0,,EB,[3.478498  3.4198685 3.540099  3.4439933 3.451455 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000335265326-0161-s_lc.fits
TIC 335265326,5590.697965643617,0.4168916284899262,3,3,0,,EB,[3.3519745 3.365642  3.3746548 3.3354735 3.3487687],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000335265326-0180-s_lc.fits
TIC 157273321,18230.79944516946,0.30130159550274266,4,4,0,,EB,[4.615564  4.6112843 4.6299405 4.6259356 4.6225414],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000157273321-0152-s_lc.fits
TIC 157273321,12221.724881621314,0.4166773742049994,4,4,0,,EB,[4.043346  4.0448976 4.0515413 4.0419936 4.043929 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000157273321-0167-s_lc.fits
TIC 157273321,10527.448644763652,0.1542175823808322,4,4,0,,EB,[4.949509  4.949662  4.9498773 4.9316907 4.920859 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000157273321-0174-s_lc.fits
TIC 237282609,280.84467371450575,0.0115998889283804,2,2,0,,notEB,[2.6114867 2.6405804 2.7509208 2.7189941 2.6405935],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000237282609-0152-s_lc.fits
TIC 237282609,290.2841612969138,0.1854434293900013,3,1,0,,notEB,[0.9276829  0.9620328  3.6511936  0.9976789  0.32614726],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000237282609-0161-s_lc.fits
TIC 237282609,1002.0515530680636,0.269300037080545,3,3,0,,notEB,[3.1448193 3.1545749 3.2449026 3.1978726 3.1673775],/astro/store/epyc2/projects2/tess/sector018/tess2019306063752-s0018-0000000237282609-0162-s_lc.fits
TIC 237282609,657.472283499331,0.12363163102385374,7,6,1,,notEB,[6.69656783 6.72778241 7.01680076 6.86632076 6.76874683],/astro/store/epyc2/projects2/tess/sector018/tess2019306063752-s0018-0000000237282609-0162-s_lc.fits
TIC 237282609,625.2491658967998,0.041716730891240936,7,6,2,,EB,[6.82014712 6.85350646 7.1623832  7.00156374 6.89728553],/astro/store/epyc2/projects2/tess/sector018/tess2019306063752-s0018-0000000237282609-0162-s_lc.fits
TIC 237282609,51.01638595580001,0.0369285603341404,1,1,0,,notEB,[1.3805962 1.2837548 1.4769795 1.3483114 1.2770511],/astro/store/epyc2/projects2/tess/sector019/tess2019331140908-s0019-0000000237282609-0164-s_lc.fits
TIC 237282609,48.64022761909703,0.29380813828511443,1,1,0,,notEB,[1.5991356 1.6553496 1.7842953 1.6364665 1.6940618],/astro/store/epyc2/projects2/tess/sector020/tess2019357164649-s0020-0000000237282609-0165-s_lc.fits
TIC 237282609,625.5678363541945,0.16449266169511473,2,2,0,,notEB,[2.0621355 2.1000319 2.3051035 2.1271358 2.0909562],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000237282609-0177-s_lc.fits
TIC 237282609,91.76390249553715,0.03595769206108041,2,2,0,,notEB,[2.1989264 2.167541  2.2060359 2.2033477 2.108523 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000237282609-0180-s_lc.fits
TIC 237282609,745.3917030329459,0.2552254275684036,2,2,0,,notEB,[2.5876942 2.6419919 2.7622266 2.61501   2.6496856],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000237282609-0182-s_lc.fits
TIC 237282609,86.81910065769131,0.1810468724230445,2,1,0,,notEB,[1.9936246 1.9970179 2.056489  1.9957116 1.8737216],/astro/store/epyc2/projects2/tess/sector026/tess2020160202036-s0026-0000000237282609-0188-s_lc.fits
TIC 469857617,6403.60650692278,0.5292056275390107,3,3,0,,EB,[3.011711  2.9770713 3.0177598 3.0002775 2.9993296],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000469857617-0152-s_lc.fits
TIC 469857617,1518.0339927930195,0.1846166006146112,3,2,0,,notEB,[2.9922986 2.976328  3.0048957 2.9761274 2.970216 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000469857617-0161-s_lc.fits
TIC 469857617,82.80351316474164,0.02371200128613153,2,2,0,,notEB,[2.9657323 2.9724634 2.994377  2.93296   2.9608989],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000469857617-0180-s_lc.fits
TIC 305399324,66.40622113172158,0.03929374625987895,5,3,0,,notEB,[5.2983985  5.3739047  5.43409    0.44729716 0.5945364 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000305399324-0152-s_lc.fits
TIC 305399324,1002.0128931573802,0.2389042785849385,6,6,0,,notEB,[6.153139  6.204396  6.328909  6.2143726 6.242664 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000305399324-0161-s_lc.fits
TIC 305399324,1170.263925542917,0.1870461359754089,7,7,1,,EB,[7.68124553 7.70070745 7.77569793 7.77138016 7.71897354],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000305399324-0161-s_lc.fits
TIC 305399324,1132.4233185306955,0.20541233399503053,6,5,0,,notEB,[5.946803  5.722918  6.0325074 5.9976826 6.02951  ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000305399324-0180-s_lc.fits
TIC 305399324,1032.5365817034751,0.203754203918542,8,8,1,,EB,[8.73792204 8.30422556 8.90099553 8.83309552 8.8871907 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000305399324-0180-s_lc.fits
TIC 288434781,4631.529052327155,0.2552644497802697,6,6,0,,EB,[6.5013647 6.5041904 6.5340114 6.519252  6.467023 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000288434781-0152-s_lc.fits
TIC 288434781,4679.684331379005,0.1276036553777556,7,7,0,,EB,[7.070835  7.12412   7.152355  7.1120358 7.1013846],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000288434781-0174-s_lc.fits
TIC 288434781,1785.7895434949764,0.2500211301312432,6,6,0,,EB,[6.8318973 6.8333745 6.8555217 6.847658  6.843448 ],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000288434781-0177-s_lc.fits
TIC 412638697,6856.621139129124,0.3949008294939057,3,3,0,,EB,[3.424767  3.4298182 3.4493232 3.4296494 3.423203 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000412638697-0152-s_lc.fits
TIC 412638697,8103.4721804595665,0.3405041433351626,3,3,0,,EB,[3.4469562 3.4372377 3.4857419 3.4515786 3.4497747],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000412638697-0161-s_lc.fits
TIC 412638697,7989.668027160809,0.3297443435770397,3,3,0,,EB,[3.4278529 3.4465797 3.4480197 3.420703  3.4344003],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000412638697-0180-s_lc.fits
TIC 305399325,143.92356779688706,0.023022015338439686,5,3,0,,notEB,[5.2989244  5.3746967  5.4355674  0.44516453 0.59453243],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000305399325-0152-s_lc.fits
TIC 305399325,1000.3873449940444,0.2392150654310647,6,6,0,,notEB,[6.1816497 6.1840277 6.3071785 6.2302637 6.212907 ],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000305399325-0161-s_lc.fits
TIC 305399325,1168.4016609014575,0.1871470877026571,7,7,1,,EB,[7.65820686 7.56773019 7.78399967 7.66561281 7.67645583],/astro/store/epyc2/projects2/tess/sector017/tess2019279210107-s0017-0000000305399325-0161-s_lc.fits
TIC 305399325,1131.6536683912855,0.2049829158839621,6,5,0,,notEB,[5.943324  5.722563  6.033729  5.991807  6.0301085],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000305399325-0180-s_lc.fits
TIC 305399325,1032.2497002420052,0.20431756982681856,8,8,1,,EB,[8.73202572 8.29493412 8.89042959 8.80955453 8.88170223],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000305399325-0180-s_lc.fits
TIC 199574208,6365.335091893909,0.08838767460756937,6,6,0,,EB,[5.7849874 6.1752644 6.3659673 6.2481194 5.921109 ],/astro/store/epyc2/projects2/tess/sector016/tess2019253231442-s0016-0000000199574208-0152-s_lc.fits
TIC 199574208,4855.608010851785,0.08919997836477117,6,5,0,,EB,[5.9923244 6.3357058 6.474333  5.897564  5.4726996],/astro/store/epyc2/projects2/tess/sector019/tess2019331140908-s0019-0000000199574208-0164-s_lc.fits
TIC 199574208,765.5414173871861,0.1541304479442374,6,6,0,,notEB,[5.779488 6.14736  6.375716 6.290678 5.954018],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199574208-0174-s_lc.fits
TIC 199574208,5250.6702051439615,0.08858936171132115,6,6,1,,EB,[5.79316613 6.16268216 6.39263611 6.30736269 5.97194035],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199574208-0174-s_lc.fits
TIC 199574208,5154.111048098328,0.09350132121371713,6,6,0,,EB,[5.86602   6.2177672 6.404284  6.2497225 5.870496 ],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000199574208-0177-s_lc.fits
TIC 199574208,719.3274636390863,0.35517956019894525,6,6,0,,notEB,[6.0960917 6.455891  6.5748343 6.357323  6.0308037],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000199574208-0180-s_lc.fits
TIC 199574208,592.2978139987284,0.3528961022403923,6,6,1,,notEB,[6.03612762 6.35872266 6.58753994 6.44649893 6.1193013 ],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000199574208-0180-s_lc.fits
TIC 199574208,574.8841583630792,0.3532717119432755,6,6,2,,EB,[6.02116009 6.34300144 6.57130561 6.43057263 6.10367506],/astro/store/epyc2/projects2/tess/sector024/tess2020106103520-s0024-0000000199574208-0180-s_lc.fits
TIC 199574208,240.0839840993621,0.4341563884364037,6,6,0,,notEB,[5.717606  6.1160717 6.390508  6.3014684 6.0081906],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000199574208-0182-s_lc.fits
TIC 199574208,238.15710537245,0.42412662267727,6,6,1,,notEB,[5.74557449 6.14351072 6.41840798 6.32784615 6.03407587],/astro/store/epyc2/projects2/tess/sector025/tess2020133194932-s0025-0000000199574208-0182-s_lc.fits
