Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
TIC 350622185,67.38832513021126,0.10535777711608964,2,2,0,,notEB,[2.9411724 2.9589877 2.9675198 2.9607162 2.9634364],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000350622185-0125-s_lc.fits
TIC 350622185,48.9246635959501,0.19226931749789336,2,2,0,,notEB,[2.9129813 2.9357743 2.9534883 2.9426737 2.936218 ],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000350622185-0126-s_lc.fits
TIC 350622185,62.43169902527902,0.0909005547737652,2,2,0,,notEB,[2.9041755 2.9257011 2.9489744 2.9390163 2.9374745],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000350622185-0131-s_lc.fits
TIC 350622185,28.54635796605339,0.11328315742697093,2,2,0,,notEB,[2.9092686 2.922623  2.9286492 2.909043  2.9104404],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350622185-0136-s_lc.fits
TIC 350622185,48.77412376797695,0.1960593038285892,2,2,0,,notEB,[2.949631  2.9660563 2.9675093 2.9541373 2.9428446],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350622185-0140-s_lc.fits
TIC 350622185,46.2432776701911,0.022929910448368656,2,2,0,,notEB,[2.9154303 2.9157143 2.932944  2.9081132 2.8915665],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000350622185-0143-s_lc.fits
TIC 350622185,10.286296480544127,0.08642006274989186,2,2,0,,notEB,[2.966076  2.9600801 2.9748824 2.9699    2.9495373],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000350622185-0144-s_lc.fits
TIC 350622185,31.13490083806321,0.044488183461397136,2,2,0,,notEB,[2.904244  2.9208047 2.933223  2.9191551 2.9112716],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000350622185-0146-s_lc.fits
TIC 308451526,204.90686549525242,0.010636257541085823,3,2,0,,notEB,[2.957817  3.3401568 3.5662537 2.9586823 2.752333 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000308451526-0120-s_lc.fits
TIC 308451526,394.87304118816775,0.3061578401853493,3,3,0,,notEB,[3.1999853 3.2546499 3.6874895 3.5842516 3.0723126],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000308451526-0124-s_lc.fits
TIC 308451526,121.38187567505928,0.2014988475262809,5,4,1,,notEB,[4.83584993 4.89492733 5.21644111 4.63201688 5.11311576],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000308451526-0124-s_lc.fits
TIC 308451526,54.15004339691151,0.2603370213332487,5,4,2,,notEB,[4.92165758 4.98919883 5.35677503 4.68862192 5.23864653],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000308451526-0124-s_lc.fits
TIC 308451526,306.60165497592686,0.26500118995211297,3,3,0,,notEB,[3.6293445 3.6815457 3.7792425 3.610412  3.438716 ],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000308451526-0125-s_lc.fits
TIC 308451526,31.619615102377466,0.30385303081118104,4,4,1,,notEB,[4.3873566  4.35507418 4.8996796  4.41805441 3.98901645],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000308451526-0125-s_lc.fits
TIC 308451526,396.8040547665647,0.2671936398667187,3,3,0,,notEB,[3.4412968 3.782179  3.8247135 3.693025  3.771535 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000308451526-0131-s_lc.fits
TIC 308451526,298.83304193879184,0.08900827986737933,5,5,1,,notEB,[4.56373906 5.09809041 5.16476527 4.95833667 5.08140481],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000308451526-0131-s_lc.fits
TIC 308451526,62.43169902527902,0.0909005547737652,5,5,2,,notEB,[4.88908443 5.0181973  5.36012306 4.76660003 5.20954083],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000308451526-0131-s_lc.fits
TIC 308451526,213.10682941314158,0.19245354772904155,3,3,0,,notEB,[3.2995012 3.4590144 3.7958748 3.3447309 3.481826 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000308451526-0136-s_lc.fits
TIC 308451526,186.56461221784497,0.08058473277802995,4,4,1,,notEB,[4.22960467 4.46777088 4.98897886 4.31538372 4.52007826],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000308451526-0136-s_lc.fits
TIC 308451526,150.3593917555223,0.057901462762435664,5,4,2,,notEB,[4.26663644 4.55443377 5.18425553 4.37029087 4.61764141],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000308451526-0136-s_lc.fits
TIC 308451526,448.5392784459812,0.2425850851906361,3,3,0,,notEB,[3.248902  3.4191008 3.9048674 3.5215523 3.6560006],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000308451526-0139-s_lc.fits
TIC 308451526,344.88794120658525,0.07617427637927424,5,4,1,,notEB,[4.51796507 4.86924286 5.03625999 4.83704686 4.3240871 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000308451526-0139-s_lc.fits
TIC 308451526,278.17441609111165,0.04757754387338778,5,4,2,,EB,[4.60140084 5.02533027 5.22689006 4.98647547 4.36742482],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000308451526-0139-s_lc.fits
TIC 308451526,500.6994355751039,0.20044991470190834,3,3,0,,notEB,[3.758158  3.6653914 3.9117632 3.5995946 3.5993168],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000308451526-0140-s_lc.fits
TIC 308451526,55.44744178546696,0.18818836363001007,4,4,1,,notEB,[4.19851492 4.36865177 4.89741244 4.43901176 4.24592309],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000308451526-0140-s_lc.fits
TIC 308451526,498.23025693037374,0.1779827864678676,4,3,0,,notEB,[3.1207302 3.5252087 4.0835657 3.724086  3.627884 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000308451526-0143-s_lc.fits
TIC 308451526,342.90795673544665,0.06962435987993648,5,4,1,,notEB,[4.28524121 4.4512241  5.00228732 4.54554485 4.88874344],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000308451526-0143-s_lc.fits
TIC 308451526,269.5753823826562,0.04521031547685071,5,4,2,,EB,[4.85303418 4.87933392 5.72302211 5.41160251 4.88329218],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000308451526-0143-s_lc.fits
TIC 279739961,54.35077065784292,0.384791095722285,3,1,0,,notEB,[2.2776892  1.2547947  3.8854885  1.081991   0.92878103],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000279739961-0120-s_lc.fits
TIC 279739961,39.07172267405187,0.0827738188692541,3,1,0,,notEB,[0.18372653 0.08173089 3.5751688  0.6805353  1.62505   ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000279739961-0121-s_lc.fits
TIC 279739961,2278.274328320706,0.31445145380302736,3,1,0,,notEB,[1.9919325  0.04302864 3.551412   0.1562085  0.3633438 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000279739961-0123-s_lc.fits
TIC 279739961,112.26727360100551,0.15935681320887762,3,3,0,,notEB,[3.0775084 3.215588  3.4239595 2.907065  2.9392817],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000279739961-0124-s_lc.fits
TIC 279739961,111.1027876148732,0.038945934234401895,7,6,1,,notEB,[6.91094684 7.23079842 7.70880471 6.52888404 6.60278984],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000279739961-0124-s_lc.fits
TIC 279739961,111.15284580209408,0.02847757952953442,7,6,2,,EB,[6.89136276 7.21054878 7.68756042 6.51009497 6.58619626],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000279739961-0124-s_lc.fits
TIC 32150630,680.7862181553618,0.2558019607760507,4,4,0,,notEB,[4.6870847 4.733835  4.9696712 4.738497  4.527842 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
TIC 32150630,768.1127315037489,0.17009071240520482,6,5,1,,notEB,[5.92121835 5.97326399 6.24066591 5.97797661 5.73644768],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
TIC 32150630,797.8218678154122,0.17349055194342708,6,5,2,,EB,[5.88027324 5.93118028 6.19449348 5.93610273 5.69852609],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000032150630-0120-s_lc.fits
TIC 32150630,733.1087820692405,0.3018754219824599,5,4,0,,notEB,[4.753285  4.6496778 5.0324802 4.864786  4.983538 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
TIC 32150630,760.8932641501227,0.1239814112388846,6,6,1,,notEB,[6.21430086 6.081299   6.55846571 6.33179157 6.47907184],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
TIC 32150630,759.0918013303673,0.1294515085559511,6,6,2,,EB,[6.05652219 6.24991023 6.51031594 6.35511112 6.47840071],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
TIC 32150630,668.4732038030669,0.33952917739998645,5,4,0,,notEB,[4.6436462 4.894926  5.0458655 4.972876  4.7252975],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000032150630-0123-s_lc.fits
TIC 32150630,613.7408855968239,0.1151154944403594,6,6,1,,notEB,[6.46012697 6.64923516 6.73296953 6.35169837 6.45088637],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000032150630-0123-s_lc.fits
TIC 32150630,620.522919608618,0.11199097975371153,6,6,2,,EB,[6.42008268 6.60778308 6.69038749 6.31619129 6.41404078],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000032150630-0123-s_lc.fits
TIC 32150630,590.2674968513687,0.2965669307861273,5,5,0,,notEB,[5.2130127 5.32085   5.3286853 5.198564  5.117575 ],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000032150630-0124-s_lc.fits
TIC 32150630,649.6578862569933,0.18220204189829708,6,6,1,,notEB,[6.18879246 6.17511677 6.37635448 6.11231108 6.02610796],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000032150630-0124-s_lc.fits
TIC 32150630,648.0736643082744,0.18243276666679054,6,6,2,,EB,[6.11973071 6.10621429 6.30350156 6.04414005 5.95998302],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000032150630-0124-s_lc.fits
TIC 32150630,417.26283994658513,0.3441349344579293,5,5,0,,notEB,[5.352141  5.576566  5.62008   5.427025  5.4672127],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000032150630-0126-s_lc.fits
TIC 32150630,411.0889153672644,0.1654746691126509,6,6,1,,notEB,[6.03102634 6.30406802 6.35447772 6.11359515 6.16057359],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000032150630-0126-s_lc.fits
TIC 32150630,404.0484383698488,0.15125773202788662,6,6,2,,EB,[6.05583927 6.33046527 6.38116748 6.13959374 6.18613822],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000032150630-0126-s_lc.fits
TIC 32150630,497.9405438662886,0.3839584573242679,5,5,0,,notEB,[5.289222  5.2377667 5.542385  5.455038  5.382545 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000032150630-0131-s_lc.fits
TIC 32150630,513.0406388312969,0.16680111413608548,6,6,1,,notEB,[6.02483591 6.30283972 6.45449688 6.27740149 6.22884897],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000032150630-0131-s_lc.fits
TIC 32150630,509.4669192928808,0.15832455270896242,6,6,2,,EB,[5.99018404 6.26714461 6.41973743 6.24330661 6.1949363 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000032150630-0131-s_lc.fits
TIC 32150630,470.4442986239211,0.3855003277887363,5,5,0,,notEB,[5.40306   5.4682093 5.556002  5.38637   5.3863273],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
TIC 32150630,430.72351478962685,0.16494411658844493,6,6,1,,notEB,[6.56966442 6.65823413 6.77824403 6.54685053 6.55128923],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
TIC 32150630,418.5277162885967,0.15318625064745986,6,6,2,,EB,[6.48411522 6.57240127 6.68897409 6.46137439 6.46887492],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
TIC 32150630,600.5595430452993,0.3702355877002882,5,5,0,,notEB,[5.4643025 5.4172535 5.580673  5.5349565 5.4905777],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000032150630-0139-s_lc.fits
TIC 32150630,622.0295176464966,0.16617790455625725,6,6,1,,notEB,[6.11030319 6.05077183 6.25754639 6.19970117 6.14354899],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000032150630-0139-s_lc.fits
TIC 32150630,617.4484497037173,0.1547366489411193,6,6,2,,EB,[6.03654118 5.91227576 6.19743969 6.07033767 5.54643133],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000032150630-0139-s_lc.fits
TIC 32150630,330.83259179101674,0.14210952214553196,6,5,0,,notEB,[5.6485715 5.6895494 6.0326886 5.6892343 5.6350594],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000032150630-0140-s_lc.fits
TIC 32150630,575.8606407771971,0.15289554693497534,6,6,1,,notEB,[6.23336136 6.29278325 6.71335838 6.29820702 6.23238497],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000032150630-0140-s_lc.fits
TIC 32150630,573.702123765105,0.14518212235059888,6,6,2,,EB,[6.15703782 6.21620825 6.63554677 6.22215215 6.15660863],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000032150630-0140-s_lc.fits
TIC 32150630,635.2492031571011,0.24939998449585124,6,5,0,,notEB,[5.908053  5.9366674 6.1501565 5.922333  5.597386 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000032150630-0143-s_lc.fits
TIC 32150630,630.1913994528618,0.15178600446386098,6,6,1,,notEB,[6.33120726 6.36297316 6.60272434 6.35698101 6.00869246],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000032150630-0143-s_lc.fits
TIC 32150630,630.5862040691451,0.147885223995769,6,6,2,,EB,[6.28199107 6.31104156 6.5461547  6.30188461 5.95568405],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000032150630-0143-s_lc.fits
TIC 32150630,525.2732636980309,0.22735557384692426,5,5,0,,notEB,[5.575053  5.459164  5.764753  5.5476356 5.748537 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
TIC 32150630,453.53589738487983,0.1526088766506878,6,6,1,,notEB,[5.89209929 6.24349356 6.44782661 5.86596875 6.18689919],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
TIC 32150630,456.62477594387633,0.15311531117159505,6,6,2,,EB,[5.87424213 6.22203377 6.42427191 5.84146624 6.15910637],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
TIC 32150630,608.0738993461429,0.17267396025481166,5,5,0,,notEB,[5.495069  5.2705345 5.7476826 5.550627  5.2255163],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000032150630-0146-s_lc.fits
TIC 32150630,606.2952180260191,0.14504232574304587,6,6,1,,notEB,[5.98036293 6.17311789 6.34599809 6.23019139 6.05285057],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000032150630-0146-s_lc.fits
TIC 32150630,570.2306611041828,0.143101839428637,6,6,2,,EB,[6.33903631 6.5427022  6.7253683  6.60710279 6.41972357],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000032150630-0146-s_lc.fits
TIC 349055915,797.8218678154122,0.17349055194342708,4,1,0,,notEB,[2.1382668  1.9704119  4.7325883  0.91179556 0.37882474],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000349055915-0120-s_lc.fits
TIC 349055915,39.07172267405187,0.0827738188692541,3,1,0,,notEB,[0.61043185 0.06538446 3.5069845  0.57200783 1.510105  ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000349055915-0121-s_lc.fits
TIC 349055915,78.5189467115327,0.07010411422409198,3,1,0,,notEB,[0.6111845  0.42469954 3.9553306  0.17777371 0.5644019 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000349055915-0123-s_lc.fits
TIC 349055915,62.3843634104689,0.05857619202629912,3,1,0,,notEB,[0.34757012 0.05555006 3.4759052  0.38803503 0.35480693],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000349055915-0124-s_lc.fits
TIC 349055915,100.38927117791714,0.11497033840084465,3,1,0,,notEB,[0.91834915 0.5111211  3.7321098  1.3217105  0.663043  ],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000349055915-0126-s_lc.fits
TIC 349055915,151.6813342912837,0.1901505563565856,3,1,0,,notEB,[0.8696551  0.32167637 3.611342   0.34562537 2.1233382 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000349055915-0131-s_lc.fits
TIC 349055915,132.35271327982807,0.24543881692516434,4,1,0,,notEB,[0.5546421  0.80435896 4.1497974  0.351927   0.43473965],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000349055915-0136-s_lc.fits
TIC 349055915,21.24465052389042,0.026723553200876896,3,1,0,,notEB,[0.07771021 1.6128917  3.4685264  0.43175712 0.76040655],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000349055915-0139-s_lc.fits
TIC 349055915,26.882887063471927,0.1338709156702554,3,1,0,,notEB,[0.29655263 1.0536473  3.144461   0.9445257  1.3582867 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000349055915-0140-s_lc.fits
TIC 349055915,77.2775395074866,0.1596601708478177,3,1,0,,notEB,[0.3539082  0.16322622 3.7037165  0.6438535  1.1555572 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000349055915-0143-s_lc.fits
TIC 349055915,33.026418425082284,0.18702778558738312,3,1,0,,notEB,[0.76521224 0.68463725 3.5978487  0.7990437  1.1011249 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000349055915-0144-s_lc.fits
TIC 349055915,981.5814938310367,0.012457021819241578,9,9,0,,notEB,[8.971249 9.040478 9.168248 8.981815 9.04814 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000349055915-0146-s_lc.fits
TIC 349055915,1419.6577831080454,0.00089445321808307,9,8,1,,EB,[8.8776601  8.94365278 9.06456169 8.88680092 8.95006836],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000349055915-0146-s_lc.fits
TIC 149473467,11391.07957024213,0.4156824718245935,3,3,0,,EB,[3.3828533 3.4014611 3.4229205 3.404301  3.4082973],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000149473467-0120-s_lc.fits
TIC 149473467,11435.969404354291,0.4593328756061015,3,3,0,,EB,[3.463346  3.4643092 3.488334  3.4407167 3.459296 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000149473467-0121-s_lc.fits
TIC 149473467,10043.572044870363,0.4329391565738165,3,3,0,,EB,[3.3737316 3.3832593 3.4000485 3.398343  3.368676 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000149473467-0123-s_lc.fits
TIC 149473467,8802.32975694349,0.4750139672138588,3,3,0,,EB,[3.4019418 3.416783  3.4254415 3.3906066 3.4087694],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000149473467-0124-s_lc.fits
TIC 149473467,9097.724572535999,0.3652654555478251,3,3,0,,EB,[3.5480766 3.5620105 3.5777802 3.5576472 3.5694547],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000149473467-0126-s_lc.fits
TIC 149473467,9745.69693662838,0.4365138934931018,3,3,0,,EB,[3.453405  3.447846  3.4597557 3.4269197 3.4314675],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000149473467-0131-s_lc.fits
TIC 149473467,8381.846573646895,0.4797793248699261,3,3,0,,EB,[3.5293033 3.5330167 3.539234  3.5296135 3.5323243],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000149473467-0136-s_lc.fits
TIC 149473467,10063.441596924597,0.429026812550176,3,3,0,,EB,[3.494364  3.4844804 3.5222414 3.5083234 3.4728587],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000149473467-0139-s_lc.fits
TIC 149473467,10444.223337328904,0.4396701428808451,3,3,0,,EB,[3.3995218 3.4082568 3.414542  3.4108865 3.4030204],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000149473467-0140-s_lc.fits
TIC 149473467,9517.03805555954,0.4480713106655013,3,3,0,,EB,[3.5062222 3.5265877 3.5560298 3.5485814 3.5319195],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000149473467-0143-s_lc.fits
TIC 149473467,10673.574188986751,0.4598850313639889,3,3,0,,EB,[3.491164  3.5024893 3.5220902 3.5021098 3.4865692],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000149473467-0144-s_lc.fits
TIC 149473467,10867.1297304926,0.4349231751974625,3,3,0,,EB,[3.4431043 3.4901652 3.5029285 3.4974375 3.4721577],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000149473467-0146-s_lc.fits
TIC 177075997,11391.07957024213,0.4156824718245935,12,3,0,,notEB,[ 0.03716235  1.8985832  12.520822    3.041119    0.8225267 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000177075997-0120-s_lc.fits
TIC 177075997,11435.969404354291,0.4593328756061015,7,2,0,,notEB,[0.46091446 0.80637217 7.7997227  2.8784337  0.52069646],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000177075997-0121-s_lc.fits
TIC 177075997,4.013352285951286,0.11389353206866895,4,3,0,,notEB,[1.0412793 3.2159574 4.7618375 3.2797008 2.220738 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000177075997-0123-s_lc.fits
TIC 177075997,110.21106629143452,0.24369075110158656,7,5,0,,notEB,[5.7582936 4.199591  7.292221  6.9816384 2.6547663],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000177075997-0124-s_lc.fits
TIC 177075997,208.0227205832827,0.04523142659081085,9,7,1,,notEB,[7.83483538 5.90072827 9.73820046 9.35281578 3.97877007],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000177075997-0124-s_lc.fits
TIC 177075997,208.88831981148275,0.03373787548177731,10,7,2,,EB,[ 8.05275371  6.06950212 10.00486128  9.60968421  4.09908728],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000177075997-0124-s_lc.fits
TIC 177075997,8430.672574851042,0.4942770852120132,3,1,0,,notEB,[0.11198045 1.308343   3.802003   1.7703576  2.199616  ],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000177075997-0125-s_lc.fits
TIC 177075997,170.89214789493226,0.07444871124241348,5,2,0,,notEB,[0.9547902  0.85675734 5.0173855  1.5495775  2.4924226 ],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000177075997-0126-s_lc.fits
TIC 177075997,76.69049298162129,0.02524390491310272,5,1,0,,notEB,[1.0336151 0.2957432 5.333781  0.7635079 1.8149568],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000177075997-0131-s_lc.fits
TIC 177075997,8381.846573646895,0.4797793248699261,6,2,0,,notEB,[0.8671881 2.0033581 6.5572467 2.9185102 1.302317 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177075997-0136-s_lc.fits
TIC 177075997,404.109830207032,0.06185319456461439,4,1,0,,notEB,[1.2923837  0.83786166 4.5050573  1.8438834  1.3126281 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000177075997-0139-s_lc.fits
TIC 177075997,10444.223337328904,0.4396701428808451,3,1,0,,notEB,[2.2452188  0.841123   3.8753376  0.7940001  0.02335294],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177075997-0140-s_lc.fits
TIC 177075997,43.87402281494089,0.08001350591518883,7,4,0,,notEB,[4.4752584 1.1984538 7.9637637 4.215155  2.4134538],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000177075997-0143-s_lc.fits
TIC 177075997,75.15946876904646,0.3437399517925504,4,2,0,,notEB,[0.2363157  0.67741364 4.5690174  3.4902012  1.9773355 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000177075997-0144-s_lc.fits
TIC 177075997,10867.1297304926,0.4349231751974625,3,1,0,,notEB,[1.3622869 1.3235667 3.963622  1.2423791 1.3872677],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000177075997-0146-s_lc.fits
TIC 150429807,11391.07957024213,0.4156824718245935,2,1,0,,notEB,[2.2362814 1.2442266 2.4720516 1.081021  1.7740386],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150429807-0120-s_lc.fits
TIC 150429807,2034.5639008334267,0.008342551894000738,13,13,0,,EB,[13.142137 13.077387 13.144852 13.032002 13.071823],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000150429807-0123-s_lc.fits
TIC 150429807,1647.8745252669657,0.032615119362091105,15,15,0,,EB,[15.61311  15.566729 15.761304 15.683256 15.726937],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000150429807-0125-s_lc.fits
TIC 150429807,27.885359180278765,0.09869222229749187,3,2,0,,notEB,[1.3277197 1.1623249 3.697716  2.2483385 1.3414578],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000150429807-0131-s_lc.fits
TIC 150429807,404.109830207032,0.06185319456461439,10,9,0,,notEB,[ 9.618662  9.410699 10.168438  9.757676 10.006642],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150429807-0139-s_lc.fits
TIC 150429807,404.109830207032,0.06185319456461439,3,1,1,,notEB,[1.36396673 0.54389522 3.53192737 1.91214826 2.89391131],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150429807-0139-s_lc.fits
TIC 150429807,2428.010375377969,0.019614465846387336,14,14,0,,EB,[14.751308 14.760094 14.905645 14.893993 14.87028 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150429807-0140-s_lc.fits
