Filename,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150442264-0140-s_lc.fits,1694,TIC 150442264,3638.8636044319824,0.4660507833696101,4,4,0,,EB,[3.9817948 4.0121574 4.079372  4.0437317 4.0597034]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167121012-0140-s_lc.fits,1602,TIC 167121012,127.66961464477579,0.4072301960566001,13,4,0,,notEB,[ 3.147228   2.8371527 13.088098   2.7779176  2.421937 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167126852-0140-s_lc.fits,1594,TIC 167126852,81.62709290982211,0.0599461285965797,3,3,1,,notEB,[3.22312227 2.93013018 3.72053509 3.0910047  3.39549956]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167692429-0140-s_lc.fits,1660,TIC 167692429,1694.3562891168835,0.2281165286852845,7,7,0,,EB,[7.6566844 7.6311884 7.7030454 7.56608   7.6817513]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000176960513-0140-s_lc.fits,1542,TIC 176960513,140.0900444770437,0.16962888910374005,9,1,1,,notEB,[ 7.52746608 -7.76408717  9.22335599 -0.15203805 -0.17902005]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177077475-0140-s_lc.fits,1648,TIC 177077475,99.8013921474214,0.08601480387148902,12,11,1,,EB,[11.78860142 10.04926093 12.30404591 10.40079399 10.14341512]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177308817-0140-s_lc.fits,1597,TIC 177308817,65.04219735465824,0.02461539913254629,3,-1,1,,notEB,[-0.17094452 -0.51613933  3.69131084 -0.07671918 -2.32278849]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000179305185-0140-s_lc.fits,1611,TIC 179305185,58.440430046414974,0.062003491124019726,5,1,0,,notEB,[1.1183406  0.8423277  5.91988    0.91290456 1.0884603 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000220474209-0140-s_lc.fits,1606,TIC 220474209,1145.176507596835,0.1397762365119518,5,5,1,,EB,[5.02293797 5.06004144 5.22234547 5.08999574 5.00287391]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000237940785-0140-s_lc.fits,1564,TIC 237940785,66.21879832798552,0.33085510523311285,7,6,1,,notEB,[6.45408426 6.39402463 7.05874985 6.76422069 6.45877159]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260161144-0140-s_lc.fits,1692,TIC 260161144,9142.376794786296,0.29271577101310564,4,4,0,,EB,[4.5355735 4.5227056 4.5505548 4.52127   4.5162053]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260304296-0140-s_lc.fits,1693,TIC 260304296,123.83473506052314,0.08586358878856801,4,3,0,,notEB,[4.5968933 2.6305876 4.833718  3.8147445 4.065317 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260502102-0140-s_lc.fits,1625,TIC 260502102,934.194674776231,0.1944452532546781,7,7,1,,EB,[7.53516509 7.54335784 7.80409572 7.47587245 7.69866856]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260507093-0140-s_lc.fits,1607,TIC 260507093,221.13687215349583,0.22871595014629625,3,3,0,,notEB,[2.9538708 3.1233847 3.3906612 3.2446454 3.1436915]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000271596290-0140-s_lc.fits,1667,TIC 271596290,1525.481971965013,0.5057150214097257,3,3,0,,EB,[3.4547718 3.521331  3.5540967 3.5032759 3.4320035]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000272357134-0140-s_lc.fits,1666,TIC 272357134,106.52712426359908,0.12221995860574016,5,4,2,,notEB,[4.62948903 3.74489497 5.48954925 3.58523392 4.0307792 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000278683641-0140-s_lc.fits,1566,TIC 278683641,2864.4842958491554,0.2959470554133401,6,6,0,,EB,[6.4507656 6.3942766 6.520016  6.4306045 6.412791 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000278956474-0140-s_lc.fits,1574,TIC 278956474,175.01951672779202,0.31867026364782125,7,7,1,,notEB,[7.70706127 7.19888769 7.85593813 6.36678701 6.90014702]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279569707-0140-s_lc.fits,1548,TIC 279569707,2509.865821076035,0.3717748638752388,5,5,0,,EB,[5.44769   5.4827266 5.5295277 5.4742165 5.434035 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279955276-0140-s_lc.fits,1673,TIC 279955276,514.6246417694219,0.11396178770590044,5,5,2,,EB,[5.55865163 5.55320994 5.89277345 5.4314469  5.79554151]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000284195833-0140-s_lc.fits,1635,TIC 284195833,147.27862099392271,0.3123608856429615,3,3,0,,notEB,[3.275694  3.3423882 3.9836729 3.5754826 3.5327017]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000294092966-0140-s_lc.fits,1653,TIC 294092966,1821.21171984032,0.43971746730247696,3,3,0,,EB,[3.5050879 3.4365804 3.642751  3.393256  3.352397 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000300015239-0140-s_lc.fits,1675,TIC 300015239,169.99314570963318,0.08705705946608394,4,2,1,,notEB,[1.56768399 1.90844924 4.52805442 1.80193248 2.66843087]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000300328258-0140-s_lc.fits,1601,TIC 300328258,35.708739595499566,0.009583544822070359,3,2,0,,notEB,[2.3922896 2.8481493 3.564052  2.9675205 3.4424102]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000300871545-0140-s_lc.fits,1590,TIC 300871545,283.8438158045412,0.1636317104273161,8,8,1,,EB,[7.69329992 7.99792791 8.61177191 8.40896903 8.00160659]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000309658221-0140-s_lc.fits,1552,TIC 309658221,375.3062732230709,0.20922730286270588,7,7,1,,notEB,[6.69717352 7.06322889 7.22130232 7.07998882 6.97444222]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000349154435-0140-s_lc.fits,1556,TIC 349154435,107.10983103907415,0.14947162761302674,7,6,1,,notEB,[5.8917641  5.75737604 7.41291066 6.04108879 5.8353207 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000349832824-0140-s_lc.fits,1688,TIC 349832824,3271.9069254698134,0.25126856563248273,4,4,0,,EB,[4.5219903 4.5561786 4.658376  4.5505614 4.5008307]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350094361-0140-s_lc.fits,1670,TIC 350094361,47.1147731483817,0.07733007022542743,3,1,0,,notEB,[0.17727838 0.23729481 3.1416347 ]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350443417-0140-s_lc.fits,1586,TIC 350443417,8749.698168320248,0.26850513399764536,4,4,0,,EB,[4.6153336 4.612165  4.6247263 4.6016393 4.6044726]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350479101-0140-s_lc.fits,1681,TIC 350479101,634.1894913294939,0.12015892026564425,7,7,2,,EB,[7.85562891 7.59808963 7.8773294  7.61125142 7.78325736]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350518984-0140-s_lc.fits,1547,TIC 350518984,547.3598073732081,0.01956125609430556,15,15,0,,EB,[15.394511 15.362775 15.788299 15.50643  15.638474]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350618622-0140-s_lc.fits,1691,TIC 350618622,66.68098187130565,0.0600644157491624,3,0,1,,notEB,[-0.85145741 -0.5633219   3.78016028  1.35566975  0.70013853]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350619228-0140-s_lc.fits,1652,TIC 350619228,255.78760540395385,0.13181319301709216,3,3,0,,notEB,[3.541659  3.7681174 3.9874365 3.375171  3.6420376]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000358111274-0140-s_lc.fits,1615,TIC 358111274,78.91048084013173,0.08639412072784483,15,14,0,,EB,[13.921456 15.120507 15.399073 14.3179   14.942233]
/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000364302118-0140-s_lc.fits,1629,TIC 364302118,485.00735103918197,0.2759293810206119,4,4,1,,notEB,[4.50432489 4.37023805 4.63578287 4.49321028 4.36557951]
