,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
1090,TIC 25078924,815.1461632053087,0.47765330814847995,3,3,0,,notEB,[3.1061077 3.1589684 3.209069  3.2002106 2.9908621],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1091,TIC 25078924,662.0108481083179,0.15263055943074794,5,5,1,,notEB,[5.7659563  5.7950659  5.97605066 5.76379028 5.71413354],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1092,TIC 25078924,672.987702689743,0.13548674799592764,5,5,2,,EB,[5.78587638 5.81545983 5.99939067 5.78367511 5.73538552],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1093,TIC 25078924,815.1461632053087,0.47765330814847995,3,3,0,,notEB,[3.1061077 3.1589684 3.209069  3.2002106 2.9908621],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1094,TIC 25078924,662.0108481083179,0.15263055943074794,5,5,1,,notEB,[5.7659563  5.7950659  5.97605066 5.76379028 5.71413354],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1095,TIC 25078924,672.987702689743,0.13548674799592764,5,5,2,,EB,[5.78587638 5.81545983 5.99939067 5.78367511 5.73538552],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1096,TIC 25078924,815.1461632053087,0.47765330814847995,3,3,0,,notEB,[3.1061077 3.1589684 3.209069  3.2002106 2.9908621],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1097,TIC 25078924,662.0108481083179,0.15263055943074794,5,5,1,,notEB,[5.7659563  5.7950659  5.97605066 5.76379028 5.71413354],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1098,TIC 25078924,672.987702689743,0.13548674799592764,5,5,2,,EB,[5.78587638 5.81545983 5.99939067 5.78367511 5.73538552],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025078924-0131-s_lc.fits
1099,TIC 142108949,189.8524543275796,0.03921250701993874,29,6,0,,notEB,"[ 1.7101033e-01  1.2888013e-01  2.9753370e+01 -5.9684454e-03
  4.3566462e-02]",/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000142108949-0131-s_lc.fits
1100,TIC 142108949,223.14863778214013,0.0026170617879480956,36,7,1,,notEB,[ 0.19851318  0.21489712 36.52170761  0.37650998  0.23842278],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000142108949-0131-s_lc.fits
1101,TIC 142108949,219.50184186974778,0.002804788922522827,37,7,2,,EB,[ 0.13893735  0.1557954  37.51324284  0.32442997  0.18452974],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000142108949-0131-s_lc.fits
1102,TIC 260502102,385.7667385423956,0.19052277529046266,8,8,0,,notEB,[8.478647 8.607408 8.637003 8.557071 8.521616],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260502102-0131-s_lc.fits
1103,TIC 260502102,326.58944543670776,0.16273609738404676,9,9,1,,EB,[9.0503587  9.01360642 9.30125217 9.01583609 9.20312873],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260502102-0131-s_lc.fits
1104,TIC 260502102,385.7667385423956,0.19052277529046266,8,8,0,,notEB,[8.478647 8.607408 8.637003 8.557071 8.521616],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260502102-0131-s_lc.fits
1105,TIC 260502102,326.58944543670776,0.16273609738404676,9,9,1,,EB,[9.0503587  9.01360642 9.30125217 9.01583609 9.20312873],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260502102-0131-s_lc.fits
1106,TIC 404927661,687.5406683546133,0.022018173060926766,10,9,0,,notEB,[ 9.929953  9.952285 10.07804   9.739025  9.898058],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000404927661-0131-s_lc.fits
1107,TIC 404927661,91.09791733674953,0.024962386993875277,11,10,1,,EB,[10.83211665 10.89370177 11.24049209 10.30560169 10.7441614 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000404927661-0131-s_lc.fits
1108,TIC 38680734,91.09791733674953,0.024962386993875277,10,2,0,,notEB,[ 0.07919104  0.07958766 10.710886    1.3127997   0.49418384],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000038680734-0131-s_lc.fits
1109,TIC 364302118,670.0653119509118,0.325086111597633,4,4,0,,notEB,[4.2125998 4.1170454 4.395506  4.028529  4.065362 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1110,TIC 364302118,559.5635836225962,0.1985735270351305,4,4,1,,notEB,[4.26846534 3.96121046 4.74124578 4.13029775 4.42349623],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1111,TIC 364302118,530.1335919098204,0.17328985601734845,4,4,2,,EB,[4.38179538 4.0347271  4.85339075 4.23678555 4.54450359],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1112,TIC 364302118,670.0653119509118,0.325086111597633,4,4,0,,notEB,[4.2125998 4.1170454 4.395506  4.028529  4.065362 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1113,TIC 364302118,559.5635836225962,0.1985735270351305,4,4,1,,notEB,[4.26846534 3.96121046 4.74124578 4.13029775 4.42349623],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1114,TIC 364302118,530.1335919098204,0.17328985601734845,4,4,2,,EB,[4.38179538 4.0347271  4.85339075 4.23678555 4.54450359],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1115,TIC 364302118,670.0653119509118,0.325086111597633,4,4,0,,notEB,[4.2125998 4.1170454 4.395506  4.028529  4.065362 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1116,TIC 364302118,559.5635836225962,0.1985735270351305,4,4,1,,notEB,[4.26846534 3.96121046 4.74124578 4.13029775 4.42349623],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1117,TIC 364302118,530.1335919098204,0.17328985601734845,4,4,2,,EB,[4.38179538 4.0347271  4.85339075 4.23678555 4.54450359],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000364302118-0131-s_lc.fits
1118,TIC 149473467,9745.696936628381,0.4365138934931018,3,3,0,,EB,[3.453405  3.447846  3.4597557 3.4269197 3.4314675],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000149473467-0131-s_lc.fits
1119,TIC 177082055,9745.696936628381,0.4365138934931018,3,2,0,,notEB,[3.0238426 2.9547029 3.191325  2.9960933 2.9735312],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177082055-0136-s_lc.fits
1120,TIC 453101438,9745.696936628381,0.4365138934931018,1,0,0,,notEB,[0.68123615 0.62947357 1.539841   0.42121392 0.49365515],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000453101438-0136-s_lc.fits
1121,TIC 167304735,171.88333672777264,0.2335595563142188,21,4,0,,notEB,[ 0.09836327  0.1153824  21.190557    0.4152302   0.581487  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000167304735-0136-s_lc.fits
1122,TIC 167304735,171.88333672777264,0.2335595563142188,5,2,1,,notEB,[ 2.77412783  1.22956742  5.82060858  1.92741786 -0.10445764],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000167304735-0136-s_lc.fits
1123,TIC 294092960,201.35831788214784,0.6034293409279238,4,3,0,,notEB,[2.7832494 3.972923  4.5043635 4.116751  3.7741034],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092960-0136-s_lc.fits
1124,TIC 294092960,201.35831788214784,0.6034293409279238,4,3,0,,notEB,[2.7832494 3.972923  4.5043635 4.116751  3.7741034],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092960-0136-s_lc.fits
1125,TIC 294092960,201.35831788214784,0.6034293409279238,4,3,0,,notEB,[2.7832494 3.972923  4.5043635 4.116751  3.7741034],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092960-0136-s_lc.fits
1126,TIC 260131665,30818.890352000413,0.7976309513150733,3,3,0,,EB,[3.1179562 3.118173  3.1237237 3.1177707 3.1214352],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260131665-0136-s_lc.fits
1127,TIC 349677777,30818.890352000413,0.7976309513150733,4,2,0,,notEB,[2.1723995  0.02633673 4.81338    1.0788163  1.2265608 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000349677777-0136-s_lc.fits
1128,TIC 167692429,1170.9344653647756,0.18907298717330015,7,7,0,,notEB,[7.405514  7.437508  7.463802  7.2520723 7.310862 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000167692429-0136-s_lc.fits
1129,TIC 167692429,1044.160883082949,0.30744596188660805,8,8,1,,EB,[8.09067371 8.12559828 8.15445445 7.92339645 7.98757124],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000167692429-0136-s_lc.fits
1130,TIC 141268467,30634.80395377399,0.3456785759044757,5,5,0,,EB,[5.109151  5.1418486 5.1582565 5.154194  5.1445255],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141268467-0136-s_lc.fits
1131,TIC 272357134,507.26991909933594,0.21183219042226548,4,4,0,,notEB,[4.8394775 4.3445826 4.895666  4.411149  4.6840477],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000272357134-0136-s_lc.fits
1132,TIC 272357134,507.26991909933594,0.21183219042226548,4,4,0,,notEB,[4.8394775 4.3445826 4.895666  4.411149  4.6840477],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000272357134-0136-s_lc.fits
1133,TIC 294092966,594.8679090670921,0.6087761813575624,3,3,0,,notEB,[3.4258678 3.3760176 3.6523378 3.4044497 3.4487336],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1134,TIC 294092966,164.68083585770026,0.09357542283105551,9,9,1,,EB,[9.08193956 8.77353604 9.73148004 9.06336533 9.01500099],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1135,TIC 294092966,594.8679090670921,0.6087761813575624,3,3,0,,notEB,[3.4258678 3.3760176 3.6523378 3.4044497 3.4487336],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1136,TIC 294092966,164.68083585770026,0.09357542283105551,9,9,1,,EB,[9.08193956 8.77353604 9.73148004 9.06336533 9.01500099],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1137,TIC 294092966,594.8679090670921,0.6087761813575624,3,3,0,,notEB,[3.4258678 3.3760176 3.6523378 3.4044497 3.4487336],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1138,TIC 294092966,164.68083585770026,0.09357542283105551,9,9,1,,EB,[9.08193956 8.77353604 9.73148004 9.06336533 9.01500099],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000294092966-0136-s_lc.fits
1139,TIC 31273263,164.68083585770026,0.09357542283105551,2,1,0,,notEB,[1.3298024 0.9057755 2.0535476 1.0834467 1.1590872],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000031273263-0136-s_lc.fits
1140,TIC 31273263,164.68083585770026,0.09357542283105551,2,1,0,,notEB,[1.3298024 0.9057755 2.0535476 1.0834467 1.1590872],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000031273263-0136-s_lc.fits
1141,TIC 370227780,164.68083585770026,0.09357542283105551,1,1,0,,notEB,[1.5826305 1.4894068 1.7929988 1.5094281 1.545362 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000370227780-0136-s_lc.fits
1142,TIC 38586438,569.576647393201,0.11026552866674479,5,5,0,,notEB,[5.1160164 5.258974  5.3524966 5.1827755 5.1005096],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1143,TIC 38586438,624.2578770568089,0.12704247955907433,5,5,1,,notEB,[5.16000182 5.30184594 5.39196669 5.21719193 5.13247651],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1144,TIC 38586438,605.9162687796482,0.10663433991476125,5,5,2,,EB,[5.18228773 5.32820091 5.42090694 5.24111844 5.1539728 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1145,TIC 38586438,569.576647393201,0.11026552866674479,5,5,0,,notEB,[5.1160164 5.258974  5.3524966 5.1827755 5.1005096],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1146,TIC 38586438,624.2578770568089,0.12704247955907433,5,5,1,,notEB,[5.16000182 5.30184594 5.39196669 5.21719193 5.13247651],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1147,TIC 38586438,605.9162687796482,0.10663433991476125,5,5,2,,EB,[5.18228773 5.32820091 5.42090694 5.24111844 5.1539728 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1148,TIC 38586438,569.576647393201,0.11026552866674479,5,5,0,,notEB,[5.1160164 5.258974  5.3524966 5.1827755 5.1005096],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1149,TIC 38586438,624.2578770568089,0.12704247955907433,5,5,1,,notEB,[5.16000182 5.30184594 5.39196669 5.21719193 5.13247651],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1150,TIC 38586438,605.9162687796482,0.10663433991476125,5,5,2,,EB,[5.18228773 5.32820091 5.42090694 5.24111844 5.1539728 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038586438-0136-s_lc.fits
1151,TIC 220457904,605.9162687796482,0.10663433991476125,2,1,0,,notEB,[1.4435163 1.4867625 2.2738814 1.7809888 1.1312178],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000220457904-0136-s_lc.fits
1152,TIC 220457904,605.9162687796482,0.10663433991476125,2,1,0,,notEB,[1.4435163 1.4867625 2.2738814 1.7809888 1.1312178],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000220457904-0136-s_lc.fits
1153,TIC 177077475,72.77536307973462,0.09061166281070174,9,8,0,,notEB,[8.490043 8.106904 9.450474 8.302826 8.747919],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177077475-0136-s_lc.fits
1154,TIC 177077475,72.1173674980968,0.1143534453568285,9,8,1,,EB,[8.63519778 8.24239139 9.62091091 8.44463072 8.90231462],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177077475-0136-s_lc.fits
1155,TIC 177077475,72.77536307973462,0.09061166281070174,9,8,0,,notEB,[8.490043 8.106904 9.450474 8.302826 8.747919],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177077475-0136-s_lc.fits
1156,TIC 177077475,72.1173674980968,0.1143534453568285,9,8,1,,EB,[8.63519778 8.24239139 9.62091091 8.44463072 8.90231462],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177077475-0136-s_lc.fits
1157,TIC 55524055,584.3735143630375,0.38660082172388666,5,5,0,,notEB,[5.412123  5.475827  5.610092  5.4836717 5.36566  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1158,TIC 55524055,571.4432089027256,0.18304323215303836,7,7,1,,notEB,[7.18330333 7.28426208 7.49704768 7.2974324  7.11494112],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1159,TIC 55524055,551.738259570805,0.1546742901868098,7,7,2,,EB,[7.13041387 7.23375465 7.44141963 7.23709463 7.05029766],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1160,TIC 55524055,584.3735143630375,0.38660082172388666,5,5,0,,notEB,[5.412123  5.475827  5.610092  5.4836717 5.36566  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1161,TIC 55524055,571.4432089027256,0.18304323215303836,7,7,1,,notEB,[7.18330333 7.28426208 7.49704768 7.2974324  7.11494112],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1162,TIC 55524055,551.738259570805,0.1546742901868098,7,7,2,,EB,[7.13041387 7.23375465 7.44141963 7.23709463 7.05029766],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1163,TIC 55524055,584.3735143630375,0.38660082172388666,5,5,0,,notEB,[5.412123  5.475827  5.610092  5.4836717 5.36566  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1164,TIC 55524055,571.4432089027256,0.18304323215303836,7,7,1,,notEB,[7.18330333 7.28426208 7.49704768 7.2974324  7.11494112],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1165,TIC 55524055,551.738259570805,0.1546742901868098,7,7,2,,EB,[7.13041387 7.23375465 7.44141963 7.23709463 7.05029766],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055524055-0136-s_lc.fits
1166,TIC 55497281,15838.535558732994,0.33571400892205583,7,6,0,,EB,[6.985007  6.9876194 7.001796  6.9848566 6.985109 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055497281-0136-s_lc.fits
1167,TIC 150442264,2307.64860741399,0.49777084453429915,3,3,0,,EB,[3.772445  3.7510254 3.7921057 3.7356606 3.764484 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000150442264-0136-s_lc.fits
1168,TIC 260504147,2974.0577522169388,0.1788310932246028,7,7,0,,EB,[7.357984  7.4022512 7.4135523 7.391007  7.362004 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260504147-0136-s_lc.fits
1169,TIC 260161144,9698.496715930847,0.2790685693611049,4,4,0,,EB,[4.421827  4.427672  4.4502544 4.433768  4.429414 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260161144-0136-s_lc.fits
1170,TIC 141622065,4216.952825729406,0.5376342732619527,3,3,0,,EB,[3.2407146 3.2267387 3.2836704 3.2658355 3.2381477],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141622065-0136-s_lc.fits
1171,TIC 141810080,4216.952825729406,0.5376342732619527,3,2,0,,notEB,[1.4469534 2.298924  3.5011804 2.4445505 2.525185 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141810080-0136-s_lc.fits
1172,TIC 306895522,4216.952825729406,0.5376342732619527,3,2,0,,notEB,[2.5824926 2.8037446 3.3685708 2.900714  2.9364564],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000306895522-0136-s_lc.fits
1173,TIC 349832824,2410.627862483813,0.25809203946349735,4,4,0,,EB,[4.609442  4.615023  4.7289057 4.7157507 4.7075143],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000349832824-0136-s_lc.fits
1174,TIC 38846515,104.19825610075128,0.17845199931945915,5,4,0,,notEB,[3.8099597 4.141695  5.3750553 4.019001  3.4926004],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038846515-0136-s_lc.fits
1175,TIC 38846515,104.19825610075128,0.17845199931945915,5,4,0,,notEB,[3.8099597 4.141695  5.3750553 4.019001  3.4926004],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038846515-0136-s_lc.fits
1176,TIC 300015238,6.346976348987977,0.16160619715230468,2,1,0,,notEB,[1.9105046 2.077391  2.981167  1.7250555 1.8579952],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300015238-0136-s_lc.fits
1177,TIC 300015239,6.346976348987977,0.16160619715230468,3,1,0,,notEB,[1.4940357 1.1835327 3.5618231 0.3081494 1.7782863],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300015239-0136-s_lc.fits
1178,TIC 300015239,6.346976348987977,0.16160619715230468,3,1,0,,notEB,[1.4940357 1.1835327 3.5618231 0.3081494 1.7782863],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300015239-0136-s_lc.fits
1179,TIC 300015239,6.346976348987977,0.16160619715230468,3,1,0,,notEB,[1.4940357 1.1835327 3.5618231 0.3081494 1.7782863],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300015239-0136-s_lc.fits
1180,TIC 55659311,1842.862949700948,0.00075006578938004,8,8,0,,EB,[8.195904  8.223699  8.3047695 8.2720175 8.223556 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055659311-0136-s_lc.fits
1181,TIC 350479101,409.9535394419606,0.16843311907869044,7,7,0,,notEB,[7.789413  7.5724297 7.8290253 7.4364915 7.8107758],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1182,TIC 350479101,497.4762073116391,0.1617192519215933,7,7,1,,notEB,[7.68360088 7.46610262 7.7221372  7.32984213 7.7038443 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1183,TIC 350479101,248.0817863887871,0.11086542708900908,8,8,2,,EB,[8.47193602 8.04026833 8.54841887 7.76983281 8.51211304],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1184,TIC 350479101,409.9535394419606,0.16843311907869044,7,7,0,,notEB,[7.789413  7.5724297 7.8290253 7.4364915 7.8107758],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1185,TIC 350479101,497.4762073116391,0.1617192519215933,7,7,1,,notEB,[7.68360088 7.46610262 7.7221372  7.32984213 7.7038443 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1186,TIC 350479101,248.0817863887871,0.11086542708900908,8,8,2,,EB,[8.47193602 8.04026833 8.54841887 7.76983281 8.51211304],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350479101-0136-s_lc.fits
1187,TIC 141809359,162.37345401380978,0.029729933813818922,11,11,0,,EB,[11.173131 11.257092 11.895187 10.857032 10.964361],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141809359-0136-s_lc.fits
1188,TIC 38608953,162.37345401380978,0.029729933813818922,1,1,0,,notEB,[1.2866309 1.6474453 1.7352178 0.3973918 1.663161 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038608953-0136-s_lc.fits
1189,TIC 38574220,265.4085924732285,0.11966072194924246,3,3,0,,notEB,[3.311702  3.4525597 3.6816127 3.439622  3.3598998],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038574220-0136-s_lc.fits
1190,TIC 38574220,102.027070437005,0.15309251246194808,3,3,1,,notEB,[3.22114733 3.2777885  3.66399816 3.41206525 3.43371573],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038574220-0136-s_lc.fits
1191,TIC 38574220,102.027070437005,0.15309251246194808,4,0,2,,notEB,[-0.05469857 -0.39522274  4.30684857 -0.5439183  -0.48602919],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000038574220-0136-s_lc.fits
1192,TIC 30313682,1882.0312662791769,0.4085429753320589,4,4,0,,EB,[4.689985  4.687259  4.7405972 4.6246824 4.6617556],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000030313682-0136-s_lc.fits
1193,TIC 271596290,2087.0562399273695,0.5334257452598533,3,3,0,,EB,[3.2322464 3.1961298 3.3255124 3.2386248 3.2996237],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000271596290-0136-s_lc.fits
1194,TIC 278956474,117.73371343326576,0.12701084938610482,5,5,0,,notEB,[5.47075  5.078713 5.850311 5.049213 5.429495],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000278956474-0136-s_lc.fits
1195,TIC 141151953,25.197303524149454,0.1939080264399476,3,2,0,,notEB,[2.9986746 2.9498901 3.2765033 2.6968985 3.0481706],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141151953-0136-s_lc.fits
1196,TIC 41032824,25.197303524149454,0.1939080264399476,3,2,0,,notEB,[3.023837  2.9894662 3.0967073 2.8739998 2.8025548],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000041032824-0136-s_lc.fits
1197,TIC 260266502,223.27020402654344,0.10748643422630523,8,3,0,,notEB,[1.1119584  1.4625227  8.859987   7.2680407  0.90096855],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260266502-0136-s_lc.fits
1198,TIC 260266502,223.27020402654344,0.10748643422630523,12,0,1,,notEB,[  1.50139092  -6.38732157  12.55734223 -13.81135748  10.18068706],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260266502-0136-s_lc.fits
1199,TIC 55402208,268.34266103956094,0.16606620200116096,5,3,0,,notEB,[3.394961  3.8132143 5.219381  3.3005862 3.4082515],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055402208-0136-s_lc.fits
1200,TIC 55402208,268.34266103956094,0.16606620200116096,4,1,1,,notEB,[0.82921062 1.09222604 4.7154374  1.49281264 1.38653294],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055402208-0136-s_lc.fits
1201,TIC 55402208,268.34266103956094,0.16606620200116096,5,3,0,,notEB,[3.394961  3.8132143 5.219381  3.3005862 3.4082515],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055402208-0136-s_lc.fits
1202,TIC 55402208,268.34266103956094,0.16606620200116096,4,1,1,,notEB,[0.82921062 1.09222604 4.7154374  1.49281264 1.38653294],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055402208-0136-s_lc.fits
1203,TIC 382517745,327.5539264472112,0.12130612485393262,10,10,0,,EB,[ 9.991733 10.374017 10.428756 10.305416 10.317684],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000382517745-0136-s_lc.fits
