,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
3826,3826,TIC 140659980,433.152142861978,0.18948990682930966,8,8,0,,notEB,[8.546814 8.533472 8.813167 8.771572 8.386379],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000140659980-0120-s_lc.fits
3827,3827,TIC 140659980,777.9601521286341,0.12044762266029425,10,9,1,,EB,[ 9.74365653  9.5235425  10.07092834 10.03166136  9.72510145],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000140659980-0120-s_lc.fits
3862,3862,TIC 278683641,3180.530586824995,0.2937682388677572,6,6,0,,EB,[6.2023    6.205681  6.2534037 6.2380667 6.2353525],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278683641-0120-s_lc.fits
3982,3982,TIC 382517745,745.4353723886983,0.1674510607614697,13,13,0,,EB,[13.033881 13.019151 13.164937 13.105375 12.891015],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000382517745-0120-s_lc.fits
4226,4226,TIC 309658221,534.4661500897007,0.31185447940444005,6,5,0,,notEB,[5.641683  5.7581263 6.1215796 5.9689717 5.6112895],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
4227,4227,TIC 309658221,413.78185096542296,0.2022578144344659,6,6,1,,notEB,[5.55820009 5.84898488 6.60516963 6.16135958 6.30184968],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
4228,4228,TIC 309658221,390.15257766600655,0.1698800622408166,6,6,2,,EB,[5.5946302  5.89700811 6.66829763 6.19867985 6.32771973],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000309658221-0120-s_lc.fits
4231,4231,TIC 350518984,111.12496268658772,0.01865308974110409,20,20,0,,EB,[20.246628 20.173187 20.646076 20.156168 20.494017],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000350518984-0120-s_lc.fits
4561,4561,TIC 278956474,213.677215135619,0.2271860855755469,6,5,0,,notEB,[5.401895  5.94734   6.1863866 4.6852455 5.522744 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278956474-0120-s_lc.fits
4562,4562,TIC 278956474,147.25443903274942,0.2031679998375428,6,5,1,,notEB,[5.38074285 5.97945928 6.24185223 4.59410071 5.51339483],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278956474-0120-s_lc.fits
4563,4563,TIC 278956474,147.25443903274942,0.2031679998375428,5,2,2,,notEB,[1.01198084 2.73346051 5.1624116  0.71687883 2.78354095],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000278956474-0120-s_lc.fits
4823,4823,TIC 391887390,33.953498815320266,0.16453450764015085,2,1,0,,notEB,[1.6346428 1.2769346 2.6921072 1.5327607 1.2222747],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000391887390-0120-s_lc.fits
5133,5133,TIC 25133286,13.543281018808274,0.022890955482717964,0,0,0,,notEB,[0.38716838 0.38757685 0.38830245 0.38712376 0.38747835],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000025133286-0121-s_lc.fits
5193,5193,TIC 141622065,5638.185575644952,0.5391867526391821,3,3,0,,EB,[3.217759  3.2270885 3.279553  3.2093184 3.2046187],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000141622065-0121-s_lc.fits
5224,5224,TIC 350618622,95.61029437082442,0.026758490577051517,9,8,0,,notEB,[6.729844  8.028009  9.442586  7.5493712 9.018928 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350618622-0121-s_lc.fits
5225,5225,TIC 350618622,67.44196401387977,0.010869713630952174,9,8,1,,EB,[7.05323154 8.38766265 9.87070465 7.88585846 9.4255034 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350618622-0121-s_lc.fits
5254,5254,TIC 293972244,67.44196401387977,0.010869713630952174,6,2,0,,notEB,[1.1923518  0.11244897 6.546334   2.376048   2.2100658 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000293972244-0121-s_lc.fits
5264,5264,TIC 260161144,11248.24618709766,0.3868217056274648,4,4,0,,EB,[4.3767457 4.3834686 4.4002542 4.3858094 4.379132 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260161144-0121-s_lc.fits
5295,5295,TIC 260504147,3978.7533595969658,0.2643488241071942,7,7,0,,EB,[7.078716 7.105567 7.140885 7.106047 7.140604],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260504147-0121-s_lc.fits
5320,5320,TIC 150442264,2020.9110072974945,0.465979612952104,3,3,0,,EB,[3.9429271 3.970299  3.9930232 3.9155622 3.9135787],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000150442264-0121-s_lc.fits
5590,5590,TIC 349832824,3456.138852210619,0.26883795749419875,4,4,0,,EB,[4.4330783 4.436808  4.526997  4.4462447 4.4402637],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000349832824-0121-s_lc.fits
5669,5669,TIC 141809359,268.0803533093888,0.20965220872952905,10,9,0,,notEB,[ 9.859584  9.83529  10.468568  9.233056  9.900355],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000141809359-0121-s_lc.fits
5757,5757,TIC 55659311,2904.748147477417,0.39437370969601737,7,7,0,,EB,[7.9009957 7.900033  7.907581  7.845759  7.8316174],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055659311-0121-s_lc.fits
5826,5826,TIC 150431920,2904.748147477417,0.39437370969601737,6,2,0,,notEB,[1.3043752 1.0280813 6.0698743 1.457822  0.8718957],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000150431920-0121-s_lc.fits
5861,5861,TIC 55384162,132.50538546594805,0.033633807141439605,10,2,0,,notEB,[ 0.22708543  1.636781   10.824129    1.026805    0.64465034],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055384162-0121-s_lc.fits
5866,5866,TIC 279955276,2315.8696144242504,0.2592811918607124,3,3,0,,EB,[3.4343226 3.432191  3.5121362 3.48232   3.415018 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000279955276-0121-s_lc.fits
6168,6168,TIC 271596290,2723.274251679887,0.5076159742015977,3,3,0,,EB,[3.3219855 3.3249722 3.451642  3.3754475 3.3108711],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000271596290-0121-s_lc.fits
6189,6189,TIC 30313682,1452.1954810481473,0.21922708133758295,4,4,0,,notEB,[4.536276  4.48155   4.552497  4.442485  4.4998713],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000030313682-0121-s_lc.fits
6190,6190,TIC 30313682,2536.3407466295607,0.1611454077901882,4,4,1,,EB,[4.83115531 4.88944358 4.97682728 4.95096693 4.94388791],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000030313682-0121-s_lc.fits
6213,6213,TIC 300560295,71.1951204293143,0.17708106745807126,10,8,0,,notEB,[ 8.9461975  8.767253  10.263185   8.100723   8.554637 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000300560295-0121-s_lc.fits
6394,6394,TIC 260301896,319.92302856792617,0.3540565053336605,1,0,0,,notEB,[0.61993587 0.6162205  1.4383351 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260301896-0121-s_lc.fits
6530,6530,TIC 167304735,10.621336107950476,0.1944641344927648,1,0,0,,notEB,[0.9762799 0.9911871 1.0088891 0.9696452 0.9896324],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000167304735-0121-s_lc.fits
6569,6569,TIC 55295028,1106.1431112691982,0.5813296470472897,3,3,0,,notEB,[3.5656934 3.5626972 3.6407256 3.557631  3.5046103],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055295028-0121-s_lc.fits
6570,6570,TIC 55295028,132.8390023128101,0.05652439025352789,5,4,1,,notEB,[4.95722875 4.93046665 5.62741963 4.88521537 4.41163158],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055295028-0121-s_lc.fits
6571,6571,TIC 55295028,111.07625588259864,0.0567422295814002,5,4,2,,notEB,[4.87931925 4.85383472 5.53993565 4.80842716 4.34201244],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055295028-0121-s_lc.fits
6638,6638,TIC 272357134,710.290980239548,0.40261703255463793,4,4,0,,notEB,[4.414128  4.3698454 4.8593035 4.336942  4.6470084],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000272357134-0121-s_lc.fits
6639,6639,TIC 272357134,636.4458483575676,0.3620999696825505,5,4,1,,notEB,[4.53490644 4.4847717  5.03892097 4.44751929 4.79856707],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000272357134-0121-s_lc.fits
6640,6640,TIC 272357134,614.2768460594101,0.3478519091972849,5,4,2,,EB,[4.52690373 4.47546572 5.04402035 4.43724491 4.79741834],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000272357134-0121-s_lc.fits
6831,6831,TIC 141268467,38144.527262080286,0.39310867986214987,5,5,0,,EB,[5.2771225 5.307918  5.326292  5.324827  5.30445  ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000141268467-0121-s_lc.fits
6884,6884,TIC 167692429,1817.2457709676328,0.2261809527992005,7,7,0,,EB,[7.545417 7.578047 7.619562 7.564065 7.614292],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000167692429-0121-s_lc.fits
6888,6888,TIC 260131665,1817.2457709676328,0.2261809527992005,2,2,0,,notEB,[2.4908383 2.492818  2.493087  2.4916968 2.4887028],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260131665-0121-s_lc.fits
6971,6971,TIC 38586438,1224.768418088233,0.13808961385091925,5,5,0,,notEB,[5.035461  5.062875  5.1722918 4.8471107 4.884096 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000038586438-0121-s_lc.fits
6972,6972,TIC 38586438,1275.985556558465,0.09709598012927616,5,5,1,,EB,[5.27685782 5.30006077 5.41295978 5.06036841 5.0910671 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000038586438-0121-s_lc.fits
7035,7035,TIC 370227780,61.61433297053893,0.05951068744101986,3,1,0,,notEB,[0.9100401 1.3069932 3.6924613 1.3614907 2.0725524],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000370227780-0121-s_lc.fits
7170,7170,TIC 294092966,1912.563087133852,0.4374738409280047,3,3,0,,EB,[3.6368809 3.5442932 3.70194   3.4868276 3.5519753],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000294092966-0121-s_lc.fits
7179,7179,TIC 31273263,1051.8223325642132,0.05479427074891508,11,11,0,,EB,[11.065754 11.082079 11.2144   11.104731 11.048294],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000031273263-0121-s_lc.fits
7285,7285,TIC 55497281,16457.871551305387,0.34928063736675136,8,8,0,,EB,[8.661184 8.675875 8.678644 8.665714 8.671691],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055497281-0121-s_lc.fits
7620,7620,TIC 149473467,11435.969404354291,0.4593328756061015,3,3,0,,EB,[3.463346  3.4643092 3.488334  3.4407167 3.459296 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000149473467-0121-s_lc.fits
7636,7636,TIC 177075997,11435.969404354291,0.4593328756061015,7,2,0,,notEB,[0.46091446 0.80637217 7.7997227  2.8784337  0.52069646],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000177075997-0121-s_lc.fits
7686,7686,TIC 260502102,1057.709426440798,0.16678942117722867,7,7,0,,notEB,[7.878781  7.7170315 7.9322767 7.8513455 7.878249 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260502102-0121-s_lc.fits
7687,7687,TIC 260502102,699.299318888408,0.1423171614546303,9,9,1,,EB,[9.58159718 9.78620294 9.888578   9.73082254 9.53561291],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260502102-0121-s_lc.fits
7732,7732,TIC 404927661,692.7771614010709,0.07432143892004871,10,10,0,,EB,[10.568419  10.78952   10.825221  10.5050955 10.728926 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000404927661-0121-s_lc.fits
7796,7796,TIC 150187916,35.23394697726453,0.2276636575137903,2,2,0,,notEB,[2.4524293 2.4717054 2.6881804 2.5928528 2.560518 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000150187916-0121-s_lc.fits
7803,7803,TIC 364302118,775.5179081097605,0.33310959504343723,4,4,0,,notEB,[4.2334285 4.0801516 4.343403  4.196699  3.9225702],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000364302118-0121-s_lc.fits
7804,7804,TIC 364302118,707.5289807621785,0.18674351591555105,4,4,1,,notEB,[4.47184083 4.37422399 4.69343253 4.46468267 4.12760755],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000364302118-0121-s_lc.fits
7805,7805,TIC 364302118,691.9700123394983,0.16531197988734994,4,4,2,,EB,[4.43895172 4.33981217 4.67123465 4.4389166  4.09658354],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000364302118-0121-s_lc.fits
7858,7858,TIC 358111274,134.5608560852323,0.06408300922929208,15,14,0,,EB,[13.744547 14.554429 15.48723  14.19193  15.399457],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000358111274-0121-s_lc.fits
7917,7917,TIC 25078924,134.5608560852323,0.06408300922929208,3,2,0,,notEB,[2.8361378 2.8244393 3.0421739 2.960323  2.8363676],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000025078924-0121-s_lc.fits
8037,8037,TIC 350298314,2028.5141025542691,0.27665489519681113,11,11,0,,EB,[11.279128  11.230391  11.3243885 11.216372  11.180027 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350298314-0121-s_lc.fits
8315,8315,TIC 55404385,9989.639637185655,0.2911894534469109,6,6,0,,EB,[6.0935774 6.107522  6.1168036 6.1023593 6.0786595],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055404385-0121-s_lc.fits
8327,8327,TIC 260416268,9989.639637185655,0.2911894534469109,5,1,0,,notEB,[0.210701   0.5021937  5.107778   2.2038682  0.92405474],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260416268-0121-s_lc.fits
8338,8338,TIC 425064757,137.5525613542814,0.10725883305612713,4,4,0,,notEB,[4.715329 4.802566 4.995532 4.91176  4.899925],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000425064757-0121-s_lc.fits
8339,8339,TIC 425064757,148.284182747332,0.02599067216215306,5,4,1,,notEB,[3.65391401 5.08906857 5.35657481 5.08917745 4.97030768],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000425064757-0121-s_lc.fits
8340,8340,TIC 425064757,248.78866547509395,0.019619892739204184,5,4,2,,EB,[3.64064543 5.07435287 5.34311732 5.07446226 4.95503339],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000425064757-0121-s_lc.fits
8441,8441,TIC 167121012,31.4342058604965,0.05022019678772141,3,1,0,,notEB,[0.53543705 1.4700698  3.5578039  1.3549886  1.2348957 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000167121012-0121-s_lc.fits
8460,8460,TIC 220474209,1291.7889931803686,0.184088024045234,4,4,0,,notEB,[4.548218  4.6279125 4.7976856 4.6099224 4.5007944],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000220474209-0121-s_lc.fits
8461,8461,TIC 220474209,1042.2331875755244,0.17063897236151312,5,4,1,,EB,[4.76129754 4.84163932 5.01827048 4.81786449 4.69979099],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000220474209-0121-s_lc.fits
8505,8505,TIC 350622185,14656.427797263364,0.3877632218583148,3,3,0,,EB,[2.9902377 3.0158432 3.0276363 3.0148966 3.0167544],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350622185-0121-s_lc.fits
8532,8532,TIC 278684936,37.408521077980254,0.15360639668246054,7,2,0,,notEB,[0.5544664  0.6750631  7.6315656  3.544384   0.77232134],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000278684936-0121-s_lc.fits
8554,8554,TIC 350765991,37.408521077980254,0.15360639668246054,3,1,0,,notEB,[0.8042334 1.5256692 3.8850994 2.5852828 1.6657188],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350765991-0121-s_lc.fits
8590,8590,TIC 300871545,220.49920275497777,0.16806779985147172,8,7,0,,notEB,[7.8961587 7.5671277 8.647649  7.4004    7.1696844],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000300871545-0121-s_lc.fits
8613,8613,TIC 55652785,1690.0517818038604,0.38412941113329097,3,3,0,,EB,[3.8409088 3.8487222 3.9651165 3.8499503 3.8340027],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000055652785-0121-s_lc.fits
8658,8658,TIC 349055915,39.07172267405187,0.0827738188692541,3,1,0,,notEB,[0.61043185 0.06538446 3.5069845  0.57200783 1.510105  ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000349055915-0121-s_lc.fits
8714,8714,TIC 32150630,733.1087820692405,0.3018754219824599,5,4,0,,notEB,[4.753285  4.6496778 5.0324802 4.864786  4.983538 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
8715,8715,TIC 32150630,760.8932641501227,0.1239814112388846,6,6,1,,notEB,[6.21430086 6.081299   6.55846571 6.33179157 6.47907184],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
8716,8716,TIC 32150630,759.0918013303673,0.1294515085559511,6,6,2,,EB,[6.05652219 6.24991023 6.51031594 6.35511112 6.47840071],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000032150630-0121-s_lc.fits
9024,9024,TIC 278956474,217.4592799923506,0.2133505005355764,6,5,0,,notEB,[5.862374  5.7784343 6.8527946 5.886273  5.63655  ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000278956474-0121-s_lc.fits
9161,9161,TIC 391887390,90.42663524864355,0.11345154226246845,2,1,0,,notEB,[2.0937037 1.0187956 2.4744122 1.0671575 1.5908587],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000391887390-0121-s_lc.fits
9490,9490,TIC 278683641,3297.543491511061,0.295979349104158,6,6,0,,EB,[6.2904077 6.27824   6.3938394 6.3595505 6.3050084],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000278683641-0121-s_lc.fits
9524,9524,TIC 140659980,332.56203476221793,0.1899753649237777,8,7,0,,notEB,[7.777758  8.006064  8.3100815 7.508111  7.8625607],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000140659980-0121-s_lc.fits
9525,9525,TIC 140659980,576.412742162696,0.1281207244302736,10,9,1,,EB,[ 9.72355858 10.00514395 10.37779338  9.38101359  9.81864657],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000140659980-0121-s_lc.fits
9608,9608,TIC 382517745,813.860587992943,0.1883209960365492,12,12,0,,EB,[12.268257 12.354722 12.693685 12.582332 12.399007],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000382517745-0121-s_lc.fits
9769,9769,TIC 279569707,2555.929487868339,0.3518791113739914,5,5,0,,EB,[5.451371  5.4810686 5.53505   5.4834223 5.413079 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000279569707-0121-s_lc.fits
9771,9771,TIC 309658221,502.7895620517096,0.24405945573055454,7,6,0,,notEB,[6.8957534 7.1923347 7.2318935 6.799387  6.9158874],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000309658221-0121-s_lc.fits
9945,9945,TIC 278987417,66.40249187445345,0.012685337429268846,3,1,0,,notEB,[0.88028646 1.3283582  3.2183034  0.82551706 1.0830538 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000278987417-0121-s_lc.fits
10037,10037,TIC 350518984,604.4132904682083,0.030853413001785863,15,15,0,,EB,[15.53445  15.47244  15.896547 15.702396 15.796953],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000350518984-0121-s_lc.fits
10199,10199,TIC 391887390,54.31832725782896,0.07237139036971017,12,2,0,,notEB,[ 0.21872392  0.5228846  12.92524     0.5764876   0.4002507 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000391887390-0123-s_lc.fits
10572,10572,TIC 278956474,242.59138139645637,0.39618569925969055,5,4,0,,notEB,[4.461419  4.1810627 5.3720026 4.4173594 4.4582286],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000278956474-0123-s_lc.fits
10573,10573,TIC 278956474,191.82846731228128,0.28399530183311306,5,4,1,,notEB,[3.81565716 4.23390141 5.52006947 4.43167775 4.26441236],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000278956474-0123-s_lc.fits
10574,10574,TIC 278956474,191.82846731228128,0.28399530183311306,3,0,2,,notEB,[-0.60621069 -1.92147117  3.98914943 -1.5110773   0.35722175],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000278956474-0123-s_lc.fits
10868,10868,TIC 279569707,1498.3374493760668,0.27638037615582384,5,5,0,,notEB,[5.6260552 5.614361  5.666731  5.6420116 5.5500875],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000279569707-0123-s_lc.fits
10869,10869,TIC 279569707,1470.5189045427883,0.26327547421162284,5,5,1,,EB,[5.50906484 5.49737128 5.54973599 5.52501967 5.43310452],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000279569707-0123-s_lc.fits
10871,10871,TIC 309658221,303.6996524957444,0.2163969959825552,6,6,0,,notEB,[6.334872  6.1046534 6.602867  6.4494123 6.1033335],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000309658221-0123-s_lc.fits
10872,10872,TIC 309658221,303.6996524957444,0.2163969959825552,3,2,1,,notEB,[1.05685737 2.01036771 3.06523112 2.36274275 1.85521413],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000309658221-0123-s_lc.fits
10878,10878,TIC 350518984,303.6996524957444,0.2163969959825552,4,1,0,,notEB,[1.4603275  0.26406562 4.5837765  0.95715004 0.20115381],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000350518984-0123-s_lc.fits
11037,11037,TIC 278987417,64.7345888724041,0.2637402184998588,1,1,0,,notEB,[1.7164017 1.7175738 1.8819522 1.436138  1.7633321],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000278987417-0123-s_lc.fits
11113,11113,TIC 140659980,617.4499573124261,0.15019984188309582,10,9,0,,notEB,[ 9.699316  9.92986  10.080045  9.808565  9.650331],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000140659980-0123-s_lc.fits
11114,11114,TIC 140659980,562.3686248122774,0.14742851289904058,10,10,1,,EB,[10.44859615 10.70679354 10.88008526 10.56481195 10.38105203],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000140659980-0123-s_lc.fits
11148,11148,TIC 278683641,2032.6881671573728,0.2319774300349416,6,6,0,,EB,[6.0476856 6.0714993 6.098637  6.0441403 6.0667667],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000278683641-0123-s_lc.fits
11272,11272,TIC 382517745,558.8006581195662,0.050862757947332124,14,14,0,,EB,[14.134922 14.113176 14.704956 14.304295 14.529692],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000382517745-0123-s_lc.fits
11462,11462,TIC 25078924,98.68249401374996,0.09922553133971586,2,2,0,,notEB,[2.3687422 2.3496213 2.4389095 2.437191  2.3817735],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000025078924-0123-s_lc.fits
11485,11485,TIC 358111274,21.0206996414985,0.004086560624374739,3,1,0,,notEB,[0.39211842 0.1743181  3.838891   0.18856564 0.73962575],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000358111274-0123-s_lc.fits
11658,11658,TIC 350298314,1620.3725371669198,0.020051790874970072,12,12,0,,EB,[12.151057 12.218317 12.238008 12.159969 12.225977],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000350298314-0123-s_lc.fits
11713,11713,TIC 149473467,10043.572044870363,0.4329391565738165,3,3,0,,EB,[3.3737316 3.3832593 3.4000485 3.398343  3.368676 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000149473467-0123-s_lc.fits
11826,11826,TIC 364302118,785.2988797794707,0.3596061808306907,4,4,0,,notEB,[3.9200351 4.1638055 4.2233186 4.0668597 4.1145263],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000364302118-0123-s_lc.fits
11827,11827,TIC 364302118,625.8433730832977,0.2131887053788128,4,4,1,,notEB,[4.27773805 4.60216166 4.68136545 4.47314061 4.53657834],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000364302118-0123-s_lc.fits
11828,11828,TIC 364302118,601.877198706362,0.18366148584429487,4,4,2,,EB,[4.27562657 4.61051727 4.69227647 4.47733353 4.54816227],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000364302118-0123-s_lc.fits
11897,11897,TIC 150187916,1078.6694499502057,0.6085790581314834,3,3,0,,notEB,[3.0509956 3.1079664 3.1594298 3.0747366 3.0561419],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000150187916-0123-s_lc.fits
11898,11898,TIC 150187916,206.44614893607755,0.20850946356443664,6,6,1,,notEB,[6.5965564  6.23836821 6.98441478 6.86916788 6.36627723],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000150187916-0123-s_lc.fits
11899,11899,TIC 150187916,192.99360878308795,0.1291521270015893,7,7,2,,EB,[7.01394997 6.60863364 7.45284029 7.32242994 6.75337213],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000150187916-0123-s_lc.fits
11968,11968,TIC 260502102,935.4833436385563,0.10981003881795642,7,7,0,,notEB,[7.8663692 7.9093056 7.990313  7.8855367 7.747346 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000260502102-0123-s_lc.fits
11969,11969,TIC 260502102,923.1488763387746,0.10603790696041293,7,7,1,,EB,[7.7625344  7.80522251 7.88578969 7.78161879 7.6442261 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000260502102-0123-s_lc.fits
